,MEMBER_NO,FFP_days,FFP_TIER,DAYS_FROM_LAST_TO_END,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,P1Y_Flight_Count,L1Y_Flight_Count,runoff_flag
38452,39033,2224,4,530,2,0.562303442,2353,2,0,1
38453,39034,2232,4,11,14,0.747365154,14980,6,8,0
38454,39035,2243,4,127,6,1.16002663,10139,2,4,0
38455,39036,2245,4,4,12,0.401843966,13010,8,4,0
38456,39037,2088,5,6,39,0.729845145,53986,9,30,0
38457,39038,2204,4,709,2,0.7,4196,2,0,1
38458,39039,2209,4,118,7,0.8079696740000001,15894,2,5,0
38459,39040,2174,6,190,6,0.873859122,10974,0,6,1
38460,39041,2209,4,244,28,0.85742572,43787,21,7,1
38461,39042,2209,4,30,10,0.624085531,16228,4,6,0
38462,39043,691,4,1,28,0.771087319,79765,10,18,0
38463,39044,2204,4,73,13,0.665108093,21648,6,7,0
38464,39045,1680,4,90,6,0.605679294,6573,0,6,0
38465,39046,2171,4,82,21,0.758687597,32170,15,6,0
38466,39047,2162,4,140,2,0.555367552,3877,0,2,1
38467,39048,2204,4,23,3,0.638700495,5656,0,3,0
38468,39049,2209,4,56,5,0.573034991,6916,1,4,0
38469,39050,2061,4,248,9,0.849881639,6590,7,2,1
38470,39051,1690,4,220,2,0.49,2728,0,2,1
38471,39052,1690,4,593,4,0.739437819,3522,4,0,1
38472,39053,2048,4,162,5,0.60837968,4567,3,2,0
38473,39054,2047,4,95,10,0.631646072,19665,4,6,0
38474,39055,2059,4,213,2,0.885,24464,0,2,1
38475,39056,2195,4,3,40,0.738449868,26101,16,24,0
38476,39057,2187,4,73,31,0.8583937859999999,42099,11,20,0
38477,39058,2787,6,11,105,0.7646203429999999,100538,52,53,0
38478,39059,2206,4,2,11,0.590735159,9821,4,7,0
38479,39060,2176,4,37,20,0.705753216,24256,9,11,0
38480,39061,2164,4,76,21,0.7834994909999999,27484,12,9,0
38481,39062,2176,4,64,2,0.822396569,3964,0,2,0
38482,39063,2166,4,30,17,0.763433295,32479,9,8,0
38483,39064,2173,4,287,2,0.7510909090000001,2695,1,1,1
38484,39065,2183,4,157,13,0.7126121959999999,27452,6,7,0
38485,39066,2154,4,210,6,0.723201214,10546,2,4,0
38486,39067,2063,4,61,16,0.752969227,23592,9,7,0
38487,39068,1959,4,76,8,0.831574367,7584,4,4,0
38488,39069,2212,4,78,14,0.548069764,27292,7,7,0
38489,39070,2207,4,20,8,0.537277129,13012,4,4,0
38490,39071,1948,4,88,6,0.677961777,9209,3,3,0
38491,39072,2192,4,13,27,0.747830056,31222,19,8,0
38492,39073,2153,4,239,6,0.664210864,6241,5,1,1
38493,39074,2120,5,8,36,0.723579407,39121,15,21,0
38494,39075,2209,4,66,2,0.6055681820000001,1056,0,2,1
38495,39076,2183,4,32,2,0.625,4154,0,2,1
38496,39077,2200,4,23,3,0.824447087,6728,0,3,0
38497,39078,2193,5,85,58,0.896582367,94188,28,30,1
38498,39079,2239,4,3,9,0.506073664,13738,6,3,0
38499,39080,2189,4,178,3,0.813333333,2229,0,3,1
38500,39081,2220,4,151,5,1.224721307,7589,2,3,0
38501,39082,2189,4,10,10,0.6065241720000001,12866,9,1,0
38502,39083,2208,4,16,27,0.6383485,42089,16,11,0
38503,39084,2153,4,12,15,0.6739959879999999,14955,9,6,0
38504,39085,2269,4,457,2,0.7297425740000001,2525,2,0,1
38505,39086,2181,4,96,4,0.615043789,3083,0,4,1
38506,39087,2207,4,691,2,0.825,4644,2,0,1
38507,39088,2149,4,547,3,0.561986301,4088,3,0,1
38508,39089,1710,4,34,26,0.7148062959999999,36912,8,18,0
38509,39090,2153,4,4,11,0.568475069,14781,6,5,0
38510,39091,2187,4,4,23,1.245126323,28340,13,10,0
38511,39092,2112,4,32,2,0.8800577009999999,2253,0,2,1
38512,39093,2133,4,100,20,0.848786693,21462,11,9,1
38513,39094,2134,4,197,9,0.539798698,19821,6,3,1
38514,39095,2259,4,137,2,0.4,3357,0,2,1
38515,39096,2193,4,21,2,0.572594142,1912,0,2,1
38516,39097,2166,4,12,6,0.728580635,6672,5,1,0
38517,39098,1987,5,29,58,0.6976323179999999,67640,28,30,0
38518,39099,2197,4,7,18,1.025417008,30515,8,10,0
38519,39100,2123,4,424,3,0.7666666670000001,1644,3,0,1
38520,39101,2164,4,67,4,0.8709718790000001,8499,1,3,0
38521,39102,2180,4,233,6,0.815777147,7045,0,6,1
38522,39103,2174,4,62,14,0.913295796,25663,4,10,0
38523,39104,2175,5,3,47,0.617153452,70654,24,23,0
38524,39105,2118,4,227,6,0.493620139,14400,4,2,0
38525,39106,2192,4,43,21,0.666525639,17727,5,16,0
38526,39107,1684,4,274,37,0.940023765,26089,30,7,1
38527,39108,558,4,194,12,0.731777881,12903,2,10,1
38528,39109,2131,6,2,90,0.753979567,122350,46,44,0
38529,39110,2068,4,23,18,1.411634345,20626,9,9,0
38530,39111,2195,4,39,5,0.744523077,5200,3,2,0
38531,39112,2187,4,51,2,0.838819855,3042,1,1,0
38532,39113,1664,4,623,2,0.8059187720000001,4038,2,0,1
38533,39114,1979,4,205,2,0.943449576,3183,0,2,1
38534,39115,2163,4,132,12,0.6762814770000001,10047,6,6,0
38535,39116,2134,4,277,4,0.868682842,2885,0,4,1
38536,39117,2005,5,5,21,0.6630401810000001,33100,0,21,0
38537,39118,2150,4,546,3,0.5166666670000001,3585,3,0,1
38538,39119,2166,5,57,27,0.70258514,23755,9,18,0
38539,39120,2181,4,115,5,0.7394444440000001,5004,0,5,1
38540,39121,2193,4,119,6,0.677429345,13658,4,2,0
38541,39122,1433,4,550,2,1.0,3197,2,0,1
38542,39123,1483,4,148,15,0.637328174,18478,10,5,1
38543,39124,2119,4,184,3,0.7034708390000001,3515,2,1,0
38544,39125,2183,4,269,5,0.739830801,5792,2,3,0
38545,39126,2179,4,15,36,0.722409975,48403,16,20,0
38546,39127,1954,5,7,37,0.752303642,33612,19,18,0
38547,39128,2152,4,166,7,0.670657904,13999,5,2,0
38548,39129,2139,4,398,2,1.0,1774,2,0,1
38549,39130,2182,4,24,29,0.625409205,38978,16,13,0
38550,39131,2175,4,243,6,0.864368327,6744,5,1,1
38551,39132,2183,4,8,27,0.8607367,20714,12,15,0
38552,39133,2139,4,273,2,0.468519989,3777,1,1,0
38553,39134,2119,4,452,4,0.825,6164,4,0,1
38554,39135,2118,4,106,6,0.573637623,6496,5,1,0
38555,39136,1870,4,252,2,0.58,2800,0,2,1
38556,39137,796,4,45,3,0.6752521579999999,8804,1,2,0
38557,39138,2183,4,18,26,0.62540695,30618,0,26,0
38558,39139,2191,4,65,12,0.770683111,14068,0,12,0
38559,39140,2021,4,555,5,0.846571856,6680,5,0,1
38560,39141,1333,4,416,2,0.8,2570,2,0,1
38561,39142,1683,4,527,2,0.79258366,3317,2,0,1
38562,39143,1677,4,656,5,0.434257871,6670,5,0,1
38563,39144,2182,4,220,4,0.747908895,5576,2,2,1
38564,39145,2038,4,346,2,0.903470437,1556,1,1,1
38565,39146,2168,4,206,2,0.505,2616,0,2,1
38566,39147,2076,4,49,3,0.517520208,3464,0,3,0
38567,39148,2167,4,70,11,0.652460347,13303,6,5,0
38568,39149,2192,4,19,6,0.587314332,6140,4,2,0
38569,39150,2162,4,72,7,0.542067534,9151,2,5,0
38570,39151,1951,4,24,7,0.560864977,10613,0,7,0
38571,39152,2148,4,65,23,0.7043543179999999,29132,15,8,0
38572,39153,2163,4,454,5,0.65070414,8237,5,0,1
38573,39154,2082,4,520,2,0.625,4154,2,0,1
38574,39155,2134,5,3,20,0.7993613540000001,28075,5,15,0
38575,39156,2157,4,129,4,1.4256911840000002,5751,3,1,0
38576,39157,2079,4,198,24,0.882659282,27985,16,8,1
38577,39158,2148,4,111,17,0.843968141,27998,8,9,0
38578,39159,1909,4,44,8,0.480448486,8027,3,5,0
38579,39160,2034,6,2,88,0.814303752,47835,37,51,0
38580,39161,2165,4,196,14,0.679700216,23617,6,8,1
38581,39162,2079,4,25,30,0.5656631910000001,35480,18,12,0
38582,39163,2144,4,378,9,0.817774682,12560,9,0,1
38583,39164,1952,4,100,8,0.8619959759999999,9940,6,2,0
38584,39165,2146,4,140,5,0.92,1860,0,5,1
38585,39166,2273,4,677,2,0.75,5286,2,0,1
38586,39167,1995,4,336,2,0.547899618,1833,1,1,0
38587,39168,2177,4,81,9,0.8032312140000001,15570,5,4,0
38588,39169,2176,4,222,4,0.7632882990000001,4367,2,2,0
38589,39170,2156,4,116,4,0.6525,48928,2,2,0
38590,39171,980,4,34,30,0.6909459370000001,30150,13,17,0
38591,39172,1898,4,41,12,0.721410957,12814,8,4,0
38592,39173,2145,4,136,22,0.7128188759999999,22399,17,5,1
38593,39174,987,4,13,9,0.7621260790000001,9962,6,3,0
38594,39175,1294,4,119,6,0.666024773,5167,2,4,0
38595,39176,1416,4,53,20,0.7957939079999999,21010,4,16,0
38596,39177,1233,4,14,21,0.70549014,31746,7,14,0
38597,39178,2108,4,93,7,0.693772198,7208,3,4,0
38598,39179,1956,4,111,6,0.582425592,9878,1,5,0
38599,39180,2153,4,5,17,0.832655943,25923,9,8,0
38600,39181,2158,4,20,2,0.48,4154,0,2,0
38601,39182,2160,5,41,42,0.7224656999999999,51385,20,22,0
38602,39183,2169,4,66,22,0.6810682459999999,39607,7,15,0
38603,39184,1962,4,307,4,0.597183361,5361,3,1,1
38604,39185,2168,4,79,16,0.6640274279999999,25448,9,7,0
38605,39186,2315,4,209,6,0.9,6060,1,5,0
38606,39187,2140,4,11,23,0.5717874479999999,23486,5,18,0
38607,39188,2151,4,23,17,0.81391863,29495,4,13,0
38608,39189,2171,4,18,14,0.745191963,28417,1,13,0
38609,39190,1995,4,220,6,0.575147059,13328,1,5,1
38610,39191,2118,4,39,4,0.626406085,6639,0,4,0
38611,39192,2073,4,83,34,0.7996450709999999,71479,11,23,0
38612,39193,2077,4,532,4,0.6335801839999999,5874,4,0,1
38613,39194,2160,4,84,16,0.664448079,24759,9,7,0
38614,39195,2154,4,101,5,0.7972379559999999,10275,3,2,0
38615,39196,3408,4,36,12,0.561876145,34944,6,6,0
38616,39197,2141,4,32,39,0.756050071,38545,18,21,0
38617,39198,2029,4,10,39,0.648588065,23443,20,19,0
38618,39199,2155,4,45,3,0.93026979,3373,1,2,0
38619,39200,1901,4,186,2,0.77,5286,0,2,1
38620,39201,1934,4,368,7,0.75827674,11780,7,0,1
38621,39202,2088,4,25,8,0.66625,22576,5,3,0
38622,39203,2166,4,378,7,0.63147033,7971,7,0,1
38623,39204,2110,5,5,21,0.69727146,38746,7,14,0
38624,39205,2122,4,57,14,0.544204636,26359,7,7,0
38625,39206,2123,4,3,10,0.730806023,19590,6,4,0
38626,39207,2146,4,26,8,0.617172211,4088,6,2,0
38627,39208,1312,4,45,53,0.828407972,134627,32,21,0
38628,39209,1369,4,11,27,0.747777778,71361,15,12,0
38629,39210,1484,4,8,13,0.825527962,36120,6,7,0
38630,39211,1501,4,14,23,0.618755142,26011,9,14,0
38631,39212,1530,4,696,2,0.775,5644,2,0,1
38632,39213,1545,4,244,26,0.778251195,68178,19,7,1
38633,39214,1932,4,11,8,0.835368839,11848,0,8,0
38634,39215,2142,4,28,6,0.723456098,8200,0,6,0
38635,39216,1975,4,13,10,0.609943085,10542,5,5,0
38636,39217,2157,4,228,16,0.730878299,15382,10,6,1
38637,39218,1198,4,40,5,0.593254006,4244,0,5,0
38638,39219,1980,4,78,3,0.74,7929,2,1,0
38639,39220,872,4,86,8,0.769880083,14510,2,6,0
38640,39221,2004,4,341,7,1.3,18501,6,1,1
38641,39222,1997,4,380,11,0.695283249,20512,11,0,1
38642,39223,2064,4,613,3,0.764993122,2908,3,0,1
38643,39224,2155,4,184,4,0.8991804459999999,4173,2,2,0
38644,39225,2013,5,14,4,1.2925,2760,0,4,0
38645,39226,1893,4,286,9,0.666539242,12321,5,4,1
38646,39227,2156,4,85,5,0.496201081,7589,1,4,0
38647,39228,2138,4,38,8,0.7551882590000001,13014,2,6,0
38648,39229,1510,5,2,27,0.746091763,20444,0,27,0
38649,39230,1747,4,63,36,0.8457190179999999,60680,17,19,0
38650,39231,2141,4,7,2,0.8158401940000001,2065,0,2,0
38651,39232,943,4,188,8,0.8889289029999999,14023,4,4,1
38652,39233,1649,4,82,5,0.681618993,10383,2,3,0
38653,39234,2130,4,249,14,0.7372165159999999,19181,8,6,1
38654,39235,1601,5,4,43,0.734484473,103564,19,24,0
38655,39236,1735,4,20,29,0.7572113490000001,63052,17,12,0
38656,39237,2131,4,438,23,0.661283239,29371,23,0,1
38657,39238,2038,4,447,3,0.672603878,3610,3,0,1
38658,39239,2135,5,39,55,0.809717115,66458,30,25,0
38659,39240,2133,4,24,7,0.79290465,7247,2,5,0
38660,39241,2061,4,146,23,0.8630209659999999,30573,10,13,0
38661,39242,2163,4,283,2,0.725,3934,1,1,0
38662,39243,2073,4,25,33,0.640678785,40985,14,19,0
38663,39244,2060,4,1,20,0.595346543,34368,12,8,0
38664,39245,2097,4,94,8,0.662210826,8775,5,3,0
38665,39246,2113,4,728,2,1.0,1208,2,0,1
38666,39248,1874,5,60,48,0.637128161,75725,29,19,0
38667,39249,1910,4,40,12,0.8795068290000001,16181,8,4,0
38668,39250,2892,4,69,36,0.959104513,25059,18,18,0
38669,39251,1947,4,33,37,0.826713445,30071,22,15,0
38670,39252,2100,4,140,9,0.7745458540000001,9094,6,3,0
38671,39253,2014,4,31,2,0.8786391440000001,3924,0,2,0
38672,39254,2148,4,14,36,0.729916571,39914,15,21,0
38673,39255,1997,4,13,17,0.80243475,105518,8,9,0
38674,39256,2115,4,533,3,0.810551302,3265,3,0,1
38675,39257,2036,5,14,26,1.316133473,37191,11,15,0
38676,39258,1554,5,12,37,0.788230766,42086,13,24,0
38677,39259,2132,4,105,9,0.748544885,13078,1,8,0
38678,39260,2162,4,69,18,0.8407650390000001,22940,10,8,0
38679,39261,2150,4,107,13,0.647847835,19032,6,7,0
38680,39262,2307,4,23,24,0.600748631,26288,13,11,0
38681,39263,2149,4,99,22,0.667803935,44220,14,8,1
38682,39264,1836,4,84,20,0.709901618,24293,12,8,0
38683,39265,2148,4,25,10,0.502127287,17111,3,7,0
38684,39266,1866,4,88,2,1.155,1380,0,2,1
38685,39267,2100,4,201,7,0.685935203,10340,3,4,0
38686,39268,2143,5,22,39,0.77437725,31385,16,23,0
38687,39269,514,4,485,6,0.94156475,8749,6,0,1
38688,39270,383,4,158,9,0.7202594259999999,11564,1,8,1
38689,39271,2150,4,303,3,0.801144236,5803,1,2,0
38690,39272,2143,4,83,16,0.67487166,22752,7,9,0
38691,39273,726,4,165,6,0.8833333329999999,21210,3,3,0
38692,39274,2146,4,26,8,0.709640715,14835,4,4,0
38693,39275,2036,4,498,6,0.746802828,6365,6,0,1
38694,39276,2136,4,79,2,0.676341985,3275,0,2,0
38695,39277,875,4,22,12,0.6951888629999999,18532,6,6,0
38696,39278,2102,4,28,5,0.631451132,5699,2,3,0
38697,39279,1987,4,307,2,1.0,1740,0,2,1
38698,39280,629,4,15,5,1.18,17675,4,1,0
38699,39281,2039,4,13,4,0.5112484389999999,4806,0,4,0
38700,39282,2141,5,19,14,0.9564472,18712,7,7,0
38701,39283,2145,4,560,2,0.45,3368,2,0,1
38702,39284,553,4,74,22,0.767133025,51291,10,12,0
38703,39285,2053,4,195,4,0.7839525690000001,6072,3,1,0
38704,39286,1083,4,107,32,0.785375765,46412,16,16,0
38705,39287,2111,4,473,2,0.799357477,3424,2,0,1
38706,39288,2898,4,149,9,0.422453916,17197,4,5,0
38707,39289,2134,4,124,5,0.6122877529999999,6867,3,2,0
38708,39290,2053,4,7,10,1.341636831,12066,2,8,0
38709,39291,2009,4,35,21,0.629180604,33244,11,10,0
38710,39292,732,4,25,14,0.657833262,32662,8,6,0
38711,39293,988,4,75,18,0.67950972,29167,12,6,0
38712,39294,1081,4,48,13,0.7182983540000001,7957,12,1,0
38713,39295,2146,4,594,3,0.733178331,4301,3,0,1
38714,39296,2109,4,96,16,0.8209132020000001,19459,10,6,0
38715,39297,2138,4,243,3,0.791358582,2878,1,2,0
38716,39298,2140,4,67,4,0.556346511,7007,0,4,0
38717,39299,2142,4,34,9,0.783005301,13393,7,2,0
38718,39300,1973,4,11,11,0.818093464,18788,5,6,0
38719,39301,2211,5,4,53,0.775084089,70758,28,25,0
38720,39302,1868,4,319,5,0.79465741,3313,3,2,1
38721,39303,2088,4,20,17,0.502118321,17816,4,13,0
38722,39304,2043,4,706,2,0.5,2994,2,0,1
38723,39305,1966,4,52,2,0.304335214,3723,0,2,1
38724,39306,2101,4,217,2,1.253419593,1623,1,1,0
38725,39307,2119,4,519,2,0.5,3434,2,0,1
38726,39308,2126,4,433,2,1.5,3275,2,0,1
38727,39309,2125,4,5,7,0.6876845559999999,4565,0,7,0
38728,39310,2105,5,16,28,0.666531258,41701,12,16,0
38729,39311,2138,4,17,2,0.51,2892,0,2,1
38730,39312,2116,4,27,13,0.491125761,16762,4,9,0
38731,39313,2109,4,2,13,0.673318992,17665,3,10,0
38732,39314,1811,4,5,39,0.6835870279999999,57418,22,17,0
38733,39315,1601,4,256,4,0.845338137,5412,3,1,0
38734,39316,1608,4,93,23,0.767248666,23992,14,9,0
38735,39317,2105,4,153,4,0.8307683770000001,4503,2,2,0
38736,39318,2133,4,361,3,0.468685714,3500,2,1,1
38737,39319,2338,4,153,9,0.493876264,15226,6,3,1
38738,39320,2119,4,20,6,0.697231385,8246,2,4,0
38739,39321,1497,4,58,39,0.922404515,59983,13,26,0
38740,39322,1511,4,208,11,0.8577668690000001,10389,7,4,1
38741,39323,2091,4,96,2,0.885,3394,0,2,0
38742,39324,2069,6,1,76,0.870106206,74101,13,63,0
38743,39326,2002,4,360,6,0.628751432,5238,5,1,1
38744,39327,2063,4,18,20,0.6766252079999999,33688,7,13,0
38745,39328,2076,4,112,4,0.64486658,10718,0,4,1
38746,39329,2083,4,521,9,0.8439836709999999,15433,9,0,1
38747,39330,2115,4,163,4,0.642696,3750,0,4,1
38748,39331,2121,4,138,8,0.820356383,15517,5,3,0
38749,39332,2111,4,162,2,0.535,2266,0,2,1
38750,39333,2116,4,268,11,0.919570922,15242,8,3,1
38751,39334,2131,5,1,3,0.801745192,2080,0,3,0
38752,39335,2122,4,24,10,0.6346216179999999,14562,0,10,0
38753,39336,2118,4,205,17,0.626935382,30069,12,5,1
38754,39337,2120,4,3,25,0.7580770840000001,42992,10,15,0
38755,39338,2119,4,14,10,0.6063435189999999,13286,9,1,0
38756,39339,1492,4,12,5,0.612,4365,3,2,0
38757,39340,1424,4,421,2,0.75,3322,2,0,1
38758,39341,1426,4,73,5,0.5027455710000001,7055,0,5,1
38759,39342,2071,4,151,4,0.701608687,9946,0,4,1
38760,39343,2094,4,205,2,0.555,1774,0,2,1
38761,39344,2124,4,383,3,0.878101975,3393,3,0,1
38762,39345,2125,4,100,7,0.8020616690000001,9405,6,1,0
38763,39346,2086,4,1,23,0.821648514,37828,7,16,0
38764,39347,2078,4,98,4,0.5384012020000001,2996,1,3,0
38765,39348,1869,4,717,2,0.425,1870,2,0,1
38766,39349,1936,4,525,2,0.45,5913,2,0,1
38767,39350,2106,4,262,8,0.77751546,7277,5,3,0
38768,39351,2102,4,199,3,0.77560183,4154,2,1,0
38769,39352,2101,4,62,2,0.64,1866,0,2,0
38770,39353,2019,4,36,2,0.456031809,2515,0,2,0
38771,39354,1591,4,34,26,0.652982452,43367,19,7,0
38772,39355,2037,4,8,23,0.697936808,27535,12,11,0
38773,39356,2046,6,5,46,0.8194135640000001,52640,23,23,0
38774,39357,2080,4,582,5,0.7203829420000001,5745,5,0,1
38775,39358,2109,4,247,6,0.6038115070000001,7682,5,1,1
38776,39359,2131,4,3,2,0.385,1096,0,2,0
38777,39360,2042,4,511,4,0.9375,7868,4,0,1
38778,39361,468,4,451,3,0.4777367770000001,4065,3,0,1
38779,39362,2079,4,236,5,0.7003008709999999,5052,2,3,1
38780,39363,2118,4,226,5,0.674,9835,1,4,1
38781,39364,2257,4,105,7,0.667142857,13167,3,4,0
38782,39365,2107,4,23,5,0.7986531990000001,5643,3,2,0
38783,39366,2103,4,2,19,0.694314595,33586,9,10,0
38784,39367,2095,4,2,10,0.642695316,11635,2,8,0
38785,39368,2098,4,233,5,0.983468104,3339,3,2,0
38786,39369,2095,4,126,5,0.669723416,7448,3,2,0
38787,39370,893,4,29,7,0.69,17115,4,3,0
38788,39371,1402,4,674,3,0.833333333,9690,3,0,1
38789,39372,1724,4,34,5,0.751898272,7117,1,4,0
38790,39373,2046,4,3,21,0.747891353,42155,5,16,0
38791,39374,2110,4,16,8,0.743135057,11062,1,7,0
38792,39375,2091,6,260,5,0.730015943,5645,1,4,1
38793,39376,2063,4,7,22,0.776774647,18491,8,14,0
38794,39377,2099,4,236,10,1.038963438,10612,8,2,1
38795,39378,2086,5,23,51,0.778999158,52236,17,34,0
38796,39379,2092,4,143,9,0.782940541,11100,7,2,0
38797,39380,2081,5,12,105,0.823284201,145253,51,54,0
38798,39381,2119,4,316,7,0.559563826,17493,6,1,1
38799,39382,2041,6,19,36,1.320973311,32898,14,22,0
38800,39383,2065,5,97,13,1.43909826,14594,8,5,0
38801,39384,2104,4,537,12,0.916900823,12029,12,0,1
38802,39385,2069,4,126,2,0.621290323,2697,0,2,1
38803,39386,2119,4,403,2,0.6,4078,2,0,1
38804,39387,2125,4,8,5,0.651181102,8763,1,4,0
38805,39388,2103,4,517,5,0.817068215,6890,5,0,1
38806,39389,2025,4,246,7,0.518303866,13348,4,3,0
38807,39390,1880,4,108,2,0.505,1962,0,2,1
38808,39391,2110,4,31,40,0.889793009,70631,21,19,0
38809,39392,2017,4,664,2,0.25,1494,2,0,1
38810,39393,2105,4,3,13,0.694034602,21328,2,11,0
38811,39394,2113,4,80,2,0.585,2892,1,1,0
38812,39395,2087,4,201,7,0.516762033,8913,2,5,0
38813,39396,2087,4,13,20,1.078650619,38551,5,15,0
38814,39397,2080,4,40,54,0.720862742,58175,21,33,0
38815,39398,1829,4,413,2,0.925721616,1559,2,0,1
38816,39399,1829,4,175,3,0.8,36696,1,2,0
38817,39400,2068,4,13,9,0.630822138,12431,4,5,0
38818,39401,2059,4,12,2,0.796099773,3087,1,1,0
38819,39402,2053,4,79,18,0.648988704,18857,7,11,0
38820,39403,2076,4,166,10,0.630537616,17466,1,9,1
38821,39404,2065,4,9,47,0.609131471,76359,28,19,0
38822,39405,2055,4,187,6,1.200781609,11310,1,5,0
38823,39406,2063,4,678,2,0.724895318,2627,2,0,1
38824,39407,2059,4,77,9,0.848185722,12341,7,2,0
38825,39408,2040,4,120,23,0.659066561,39017,9,14,0
38826,39409,2067,4,142,12,0.946762491,8766,6,6,0
38827,39410,2047,4,124,10,0.731110899,10469,5,5,1
38828,39411,2051,4,64,4,0.785577605,9020,1,3,0
38829,39412,2066,4,3,36,0.794211068,49548,18,18,0
38830,39413,2048,4,72,3,0.501720487,7556,0,3,0
38831,39414,2082,4,491,2,0.4,4154,2,0,1
38832,39415,2078,6,2,50,0.797400722,28808,0,50,0
38833,39416,2077,4,30,7,0.8336799109999999,19832,0,7,0
38834,39417,2073,4,35,7,0.702750937,68035,3,4,0
38835,39418,2695,4,46,21,0.74307695,29019,17,4,0
38836,39419,1367,4,2,13,0.8922557170000001,20335,5,8,0
38837,39420,1414,4,150,7,0.567542946,11526,2,5,0
38838,39421,2099,4,719,2,0.95,1298,2,0,1
38839,39422,2086,4,240,5,0.730496445,7876,3,2,1
38840,39423,1951,4,104,16,1.226200126,25364,4,12,0
38841,39424,1344,4,426,2,1.0,1298,2,0,1
38842,39425,1346,4,550,2,0.55,4692,2,0,1
38843,39426,2000,4,111,8,0.679298635,11720,5,3,0
38844,39427,2087,4,47,13,0.668881175,19878,8,5,0
38845,39428,1862,4,29,4,0.663427192,2486,3,1,0
38846,39429,1562,4,213,7,0.579504354,5972,4,3,0
38847,39430,1486,4,5,13,0.690882381,21306,6,7,0
38848,39431,1507,4,139,5,0.56026054,6333,2,3,0
38849,39432,2078,4,3,8,0.564290733,12809,4,4,0
38850,39433,2072,4,1,8,0.56,16616,7,1,0
38851,39434,2074,4,292,6,0.797618298,8263,5,1,0
38852,39435,2072,4,172,9,0.619573503,5510,3,6,0
38853,39436,2061,4,554,5,0.7582448,6683,5,0,1
38854,39437,2069,5,6,89,0.676331985,84070,30,59,0
38855,39438,2056,4,113,22,0.770746334,22845,14,8,0
38856,39439,2037,4,24,19,0.8679819259999999,28770,7,12,0
38857,39440,1968,4,331,2,0.825,2892,0,2,1
38858,39441,2064,4,136,4,0.7213195379999999,6669,3,1,0
38859,39442,2125,4,540,2,0.6,1262,2,0,1
38860,39443,2044,4,106,11,0.6879914770000001,5397,0,11,1
38861,39444,1632,4,166,4,1.19364554,6043,1,3,0
38862,39445,2060,4,2,8,0.54833921,14180,6,2,0
38863,39446,2101,4,68,15,0.61185236,16757,9,6,0
38864,39447,1568,4,166,7,0.7245055090000001,7351,5,2,0
38865,39448,2081,4,431,3,0.7347298790000001,4535,3,0,1
38866,39449,2019,4,47,27,0.7531077429999999,26257,17,10,0
38867,39450,2016,4,35,13,0.536712079,19231,5,8,0
38868,39451,2065,4,171,10,0.720703348,17502,3,7,0
38869,39452,2043,4,339,2,0.973443831,2715,1,1,1
38870,39453,2020,4,71,5,0.954104507,5014,2,3,0
38871,39454,1909,4,184,4,0.900135635,3244,1,3,0
38872,39455,1733,4,77,11,0.8613567059999999,8985,2,9,0
38873,39456,2085,4,200,50,0.7456374840000001,53217,36,14,1
38874,39457,2077,4,280,2,1.105,2580,1,1,1
38875,39458,1516,4,72,7,0.6170975089999999,7466,0,7,0
38876,39459,2093,4,104,12,0.841739355,17449,8,4,0
38877,39460,2064,4,604,2,0.65,3934,2,0,1
38878,39461,2079,4,296,4,0.645651075,3164,2,2,1
38879,39462,2083,4,137,6,0.958369767,5398,3,3,0
38880,39463,1818,4,9,4,0.654982616,4602,1,3,0
38881,39464,2025,4,75,19,0.6680677829999999,24195,8,11,0
38882,39465,2093,4,217,8,0.842140762,6820,7,1,0
38883,39466,2092,4,704,3,0.642086721,5535,3,0,1
38884,39467,2077,4,26,2,0.550043796,2055,0,2,0
38885,39468,1722,4,4,4,0.7057605990000001,4010,0,4,0
38886,39469,2021,4,104,28,0.523243185,65115,25,3,0
38887,39470,2025,4,19,6,0.612401279,8129,0,6,0
38888,39471,1914,4,3,10,0.7240692209999999,9997,3,7,0
38889,39472,1986,4,120,2,0.565,5344,1,1,0
38890,39473,2039,4,90,5,0.5943964589999999,8359,3,2,0
38891,39474,2087,4,8,17,0.728897004,24098,4,13,0
38892,39475,1868,4,212,4,1.020210358,37460,3,1,0
38893,39476,1913,4,102,6,0.656359295,9424,4,2,0
38894,39477,2000,4,226,2,0.3,5873,0,2,1
38895,39478,1873,4,206,13,0.642245948,20793,9,4,1
38896,39479,1945,4,4,11,0.755150801,12732,3,8,0
38897,39480,2017,4,74,16,0.567093766,17053,9,7,0
38898,39481,2048,4,211,4,0.983800312,3205,3,1,0
38899,39482,1974,4,313,7,0.563754474,7543,6,1,1
38900,39483,1997,4,44,13,0.76735256,20839,4,9,0
38901,39484,1423,4,622,2,0.7,1624,2,0,1
38902,39485,1543,4,10,17,1.153158891,21669,13,4,0
38903,39487,2280,4,33,7,0.749191895,8291,0,7,0
38904,39488,2002,4,108,7,0.5372478629999999,11115,2,5,0
38905,39489,2061,4,20,14,0.60519717,23888,6,8,0
38906,39490,2049,4,57,4,0.59565499,4168,0,4,0
38907,39491,2059,4,7,33,0.573952241,42128,23,10,0
38908,39492,2011,4,4,38,0.428641083,55088,14,24,0
38909,39493,2059,4,261,4,0.698737064,5218,3,1,0
