,MEMBER_NO,L,R,F,M,C,K,runoff_flag
36918,37477,1274,33,29,45194,0.551208568,1.0,0
36919,37478,1272,218,6,7488,0.6971006940000001,1.0,1
36920,37479,1270,581,3,2393,0.673213539,0.0,1
36921,37480,1266,698,2,1744,0.55,0.0,1
36922,37481,1258,48,12,12077,0.6140986999999999,1.0,0
36923,37482,1257,318,2,3584,0.63671875,1.0,0
36924,37483,1257,72,9,16457,0.809382026,1.0,0
36925,37484,1255,3,7,8824,0.450781958,0.0,0
36926,37485,1255,62,2,1494,1.41,1.0,1
36927,37486,1259,276,4,4867,0.7677830290000001,0.0,1
36928,37487,1342,46,26,25690,0.8619330479999999,0.0,0
36929,37488,1241,26,10,13802,0.729863788,1.0,0
36930,37489,1237,80,11,15075,0.665499834,1.0,0
36931,37490,1259,416,2,1312,0.6,0.0,1
36932,37491,1238,46,13,11626,0.535379322,1.0,0
36933,37492,1551,30,31,30385,0.725980253,1.0,0
36934,37493,1232,87,14,15187,0.7489082770000001,1.0,0
36935,37494,1232,10,3,4656,1.182897337,0.0,0
36936,37495,1235,677,4,3807,0.8917257679999999,0.0,1
36937,37496,1252,410,6,8316,0.6943362190000001,0.0,1
36938,37497,1253,375,14,8078,0.764285714,0.0,1
36939,37498,1236,322,5,6747,0.736831184,0.0,1
36940,37499,1245,507,2,4196,1.0,0.0,1
36941,37500,1228,125,2,1868,0.9247483940000001,1.0,1
36942,37501,1226,51,9,17200,0.693787209,1.0,0
36943,37502,1224,6,24,31035,1.193975189,1.0,0
36944,37503,1224,232,2,827,0.7007738809999999,1.0,0
36945,37504,1247,340,8,9206,0.546415381,0.0,1
36946,37505,1222,1,9,12378,0.604422362,1.0,0
36947,37506,1222,693,2,1627,0.6494775660000001,0.0,1
36948,37507,1219,519,7,8279,1.282280469,0.0,1
36949,37508,1217,68,25,44870,1.433750836,1.0,0
36950,37509,1246,116,7,10816,0.76310466,0.0,0
36951,37510,1236,2,23,22761,0.640799613,1.0,0
36952,37511,1236,134,6,14303,0.637959869,1.0,1
36953,37512,1215,610,3,5242,1.187714613,0.0,1
36954,37513,1211,110,17,31086,0.746090523,1.0,1
36955,37514,1205,346,3,3777,1.07045274,1.0,1
36956,37515,1207,111,10,18566,0.7516018529999999,1.0,0
36957,37516,1255,168,2,15168,0.76,1.0,0
36958,37517,1198,20,28,48296,0.53040169,1.0,0
36959,37518,1194,44,3,5861,0.75097253,1.0,0
36960,37519,1188,16,6,8507,0.602887034,0.0,0
36961,37520,1192,43,4,4218,0.69284495,0.0,0
36962,37521,1189,3,25,39050,0.649871191,1.0,0
36963,37522,1184,123,6,10257,0.583185142,1.0,0
36964,37523,1175,430,4,4094,0.782156815,0.0,1
36965,37524,1258,28,4,3721,0.611405536,1.0,0
36966,37525,1173,560,5,8449,1.458006865,0.0,1
36967,37526,1168,1,26,59040,0.674485095,1.0,0
36968,37527,1163,243,5,7509,0.880536689,0.0,0
36969,37528,1157,697,2,15199,0.72494901,0.0,1
36970,37529,2363,352,12,12115,1.128947586,0.0,1
36971,37530,1145,344,6,6231,0.754277002,0.0,1
36972,37531,1121,410,4,7951,0.806892215,0.0,1
36973,37532,1107,11,24,24912,0.65098025,1.0,0
36974,37533,1106,160,10,13445,0.60592116,0.0,0
36975,37534,1106,129,9,10245,1.2377803809999999,1.0,0
36976,37536,1103,311,3,2797,0.788559171,1.0,1
36977,37537,1092,338,2,20188,1.03,1.0,1
36978,37538,1118,398,3,5484,0.4,0.0,1
36979,37539,1129,38,13,15613,0.637692308,1.0,0
36980,37540,1092,542,2,5086,0.477349587,0.0,1
36981,37541,1084,51,27,32894,0.731005351,1.0,0
36982,37542,1086,703,2,2631,0.8709236029999999,0.0,1
36983,37543,1084,49,7,12843,0.7690002340000001,1.0,0
36984,37544,1081,130,3,3332,0.534696879,1.0,0
36985,37545,1098,20,10,17234,0.44824532899999997,1.0,0
36986,37546,1048,555,4,5265,0.74968661,0.0,1
36987,37547,1043,104,9,10514,0.727629827,0.0,0
36988,37548,1053,216,2,1158,0.92,1.0,1
36989,37549,1050,47,10,10886,0.639046482,1.0,0
36990,37550,1044,19,18,21320,0.7636500940000001,1.0,0
36991,37551,1030,546,4,736,0.85,0.0,1
36992,37552,1038,100,10,13300,0.817684211,1.0,0
36993,37553,1033,2,42,28583,0.8666679490000001,0.0,0
36994,37554,1033,257,3,9424,0.568387097,1.0,1
36995,37555,1027,4,17,21085,0.7306184490000001,1.0,0
36996,37556,1027,117,19,18149,0.928413136,1.0,1
36997,37557,1013,14,6,4309,0.540596426,1.0,0
36998,37558,1014,43,6,5492,0.82489075,1.0,0
36999,37559,1022,1,6,3332,0.777848139,1.0,0
37000,37560,1020,74,16,19346,0.625559289,1.0,0
37001,37561,1005,152,7,7849,0.572653841,0.0,0
37002,37562,995,1,13,20067,0.493543629,1.0,0
37003,37563,993,6,9,8631,0.777902908,1.0,0
37004,37564,991,6,8,9863,0.733528338,1.0,0
37005,37565,987,519,2,3084,0.9203307390000001,0.0,1
37006,37566,988,3,10,11270,0.5339662820000001,1.0,0
37007,37567,986,287,13,9206,0.657410385,0.0,0
37008,37568,976,31,26,24281,0.721921255,1.0,0
37009,37569,974,82,2,15168,0.685,1.0,0
37010,37570,971,491,7,7772,0.786888832,0.0,1
37011,37571,972,32,9,9564,0.533013384,1.0,0
37012,37572,967,94,13,12302,0.582984881,1.0,0
37013,37573,964,21,8,10636,0.6355566,1.0,0
37014,37574,964,350,6,6234,0.8833333329999999,0.0,1
37015,37575,966,439,3,3885,0.6369884170000001,0.0,1
37016,37576,997,187,21,17903,0.7298843770000001,0.0,1
37017,37577,960,593,3,2830,0.892438163,0.0,1
37018,37578,960,6,9,8386,0.981856666,1.0,0
37019,37579,959,618,3,4191,0.597279885,0.0,1
37020,37580,959,80,6,33504,0.675255492,0.0,0
37021,37581,958,355,4,7099,0.6760811379999999,0.0,1
37022,37582,964,104,6,4329,0.853714484,1.0,0
37023,37583,956,306,10,15517,0.548366308,0.0,1
37024,37584,955,26,10,11018,0.6621074610000001,1.0,0
37025,37585,979,59,3,3603,0.965409381,1.0,0
37026,37586,952,50,6,23128,0.590393462,0.0,0
37027,37587,952,37,4,4170,0.532479616,1.0,0
37028,37588,946,127,5,7493,0.58423195,1.0,0
37029,37589,946,158,14,16762,0.773958358,1.0,0
37030,37590,944,558,5,7230,0.92,0.0,1
37031,37591,944,575,7,4278,0.7181977559999999,0.0,1
37032,37592,935,562,4,5023,0.679663548,0.0,1
37033,37593,929,164,3,3621,0.799312345,0.0,0
37034,37594,929,620,2,2158,0.7,0.0,1
37035,37595,935,63,12,15894,0.5152510379999999,0.0,0
37036,37596,944,48,5,7170,0.617168759,1.0,0
37037,37597,918,2,40,51606,0.786369414,0.0,0
37038,37598,915,45,6,7746,0.689496514,1.0,0
37039,37599,937,83,15,18699,0.840279159,1.0,0
37040,37600,911,118,7,7722,0.7138124840000001,0.0,0
37041,37601,907,339,7,9620,0.850031185,0.0,1
37042,37602,973,114,14,33665,0.57162216,1.0,0
37043,37603,902,531,5,10273,0.6562639929999999,0.0,1
37044,37604,896,401,6,8793,0.634049812,0.0,1
37045,37605,896,36,2,1380,0.82,1.0,1
37046,37606,891,30,32,48548,0.8087177640000001,1.0,0
37047,37607,887,583,3,3427,0.9236650129999999,0.0,1
37048,37608,888,403,11,19936,1.239521469,0.0,1
37049,37609,889,135,7,20401,0.728283417,1.0,0
37050,37610,885,670,3,5438,0.844317764,0.0,1
37051,37611,883,29,10,15048,1.4278223019999998,1.0,0
37052,37612,880,1,10,21678,0.6934564999999999,1.0,0
37053,37613,880,45,6,39334,0.621249555,1.0,0
37054,37614,867,146,6,8412,0.747763909,0.0,0
37055,37615,898,284,4,5958,0.5846022160000001,1.0,1
37056,37616,866,44,12,7058,0.549863984,1.0,0
37057,37617,866,8,50,80994,0.691065881,1.0,0
37058,37618,862,49,10,13656,0.571537786,1.0,0
37059,37619,864,357,7,18075,0.790616874,0.0,1
37060,37620,960,26,12,23053,0.742568863,1.0,0
37061,37621,851,479,4,13446,0.7325747429999999,0.0,1
37062,37622,854,605,3,3045,0.65,0.0,1
37063,37623,855,416,3,4914,0.75982906,0.0,1
37064,37624,849,607,4,2939,0.755358966,0.0,1
37065,37625,841,27,7,8774,0.553574196,1.0,0
37066,37626,839,544,3,4456,0.598159785,0.0,1
37067,37627,883,337,5,4749,0.7978942940000001,1.0,0
37068,37628,832,112,2,1298,0.65,1.0,0
37069,37629,832,13,36,36363,0.627204301,1.0,0
37070,37630,827,332,3,4143,0.5288438329999999,1.0,1
37071,37631,828,407,3,8763,0.610167751,0.0,1
37072,37632,825,15,21,23705,0.550270829,1.0,0
37073,37633,818,195,9,7776,0.600172325,1.0,0
37074,37634,817,72,4,4242,0.760879302,1.0,0
37075,37635,817,289,2,1630,0.729190184,1.0,1
37076,37636,812,217,4,5176,0.6696213289999999,0.0,0
37077,37638,805,429,11,11591,0.71580968,0.0,1
37078,37639,850,624,3,4759,0.732611893,0.0,1
37079,37640,805,454,3,3585,0.316666667,0.0,1
37080,37641,810,5,4,4428,0.7875,1.0,0
37081,37642,805,531,2,1158,1.0,0.0,1
37082,37643,805,43,6,16120,0.5770775429999999,1.0,0
37083,37644,804,127,2,2585,0.801373308,1.0,1
37084,37645,803,110,22,30490,0.659705805,0.0,1
37085,37646,804,18,22,21682,0.555736556,1.0,0
37086,37648,804,39,28,40436,0.6472798989999999,1.0,0
37087,37649,800,104,4,3737,0.45016590799999995,0.0,0
37088,37650,801,364,2,4418,0.652105025,1.0,1
37089,37651,1055,96,3,22810,0.7566654979999999,0.0,0
37090,37652,784,383,18,13184,0.9740025790000001,0.0,1
37091,37653,783,107,16,23836,0.7799618220000001,1.0,0
37092,37654,781,277,3,2832,0.886581921,0.0,1
37093,37655,780,134,6,6508,0.722566073,0.0,0
37094,37656,794,4,32,27776,0.714990279,1.0,0
37095,37657,796,211,14,16549,0.688612605,0.0,1
37096,37658,798,492,3,36696,0.6166666670000001,0.0,1
37097,37659,770,65,10,7431,0.812704885,0.0,0
37098,37660,776,135,5,8172,0.711287323,1.0,0
37099,37661,774,63,7,64498,0.7710477840000001,1.0,0
37100,37662,766,41,29,42655,0.6717779859999999,1.0,0
37101,37663,767,20,22,23136,0.7865179809999999,1.0,0
37102,37664,764,26,13,18416,1.104600348,1.0,0
37103,37665,784,543,3,2727,0.986065273,0.0,1
37104,37666,758,96,7,8572,0.495664956,1.0,0
37105,37667,759,62,3,2184,0.693333333,0.0,0
37106,37668,760,57,9,10508,0.578508755,0.0,0
37107,37669,769,4,25,29144,0.464976668,1.0,0
37108,37670,755,8,22,20940,0.658987584,1.0,0
37109,37671,753,29,15,14624,0.606806619,1.0,0
37110,37672,753,179,11,15671,0.7038248990000001,1.0,1
37111,37673,753,4,35,42557,0.6729550959999999,1.0,0
37112,37674,750,597,2,1158,1.0,0.0,1
37113,37675,749,3,3,4597,0.7487709379999999,1.0,0
37114,37676,776,122,7,7904,0.772021761,1.0,0
37115,37677,750,444,2,2660,0.8,0.0,1
37116,37678,749,659,3,5054,0.416204986,0.0,1
37117,37679,743,96,20,28255,0.643442223,0.0,1
37118,37680,744,478,2,3508,0.691248575,0.0,1
37119,37681,747,22,13,19156,0.675286594,1.0,0
37120,37682,742,111,9,6925,0.585955235,1.0,0
37121,37683,741,13,66,50878,0.9126952709999999,1.0,0
37122,37684,741,29,4,2870,0.91087108,1.0,0
37123,37685,736,289,5,4473,0.41338028200000004,1.0,1
37124,37686,736,37,14,32190,0.7081189809999999,1.0,0
37125,37687,736,328,6,6149,0.5021548220000001,0.0,1
37126,37688,735,19,9,14362,0.7039249409999999,1.0,0
37127,37689,736,73,9,10619,0.707540258,1.0,0
37128,37690,747,541,3,9690,0.916666667,0.0,1
37129,37691,735,71,4,11896,0.359919301,1.0,0
37130,37692,736,702,2,15199,0.75,0.0,1
37131,37693,727,5,9,6669,0.78,1.0,0
37132,37694,726,230,6,4616,0.7568110920000001,1.0,0
37133,37695,726,260,3,2554,0.818668755,1.0,0
37134,37696,726,377,2,4591,0.809943367,0.0,1
37135,37697,725,65,6,8170,0.80800612,1.0,0
37136,37698,731,526,4,11262,0.469072989,0.0,1
37137,37699,721,61,3,4242,0.678135314,1.0,0
37138,37700,721,56,2,3100,0.9597967740000001,1.0,0
37139,37701,721,151,23,19082,0.719873703,1.0,0
37140,37702,721,251,4,5194,0.831262996,1.0,0
37141,37703,715,48,14,23741,0.79940567,1.0,0
37142,37704,714,44,20,58705,0.902687165,1.0,0
37143,37705,715,399,2,3010,0.585980066,0.0,1
37144,37706,710,42,6,10331,0.5295518339999999,1.0,0
37145,37707,708,52,2,4633,0.669309303,1.0,1
37146,37708,707,398,2,1836,0.738480392,0.0,1
37147,37709,706,4,50,59873,0.59909926,1.0,0
37148,37710,706,504,2,2257,1.32033673,0.0,1
37149,37711,699,20,20,34795,0.655439,1.0,0
37150,37712,699,273,5,19054,0.512314475,0.0,1
37151,37713,695,15,25,36150,0.8756,0.0,0
37152,37714,694,288,4,5658,0.730600919,0.0,1
37153,37716,688,36,5,3551,0.827288088,1.0,0
37154,37717,686,12,19,29507,0.4578947370000001,1.0,0
37155,37718,685,21,48,41754,0.8062520959999999,1.0,0
37156,37719,686,411,6,6229,0.7062690640000001,0.0,1
37157,37720,685,83,4,5714,0.644410221,1.0,0
37158,37721,726,224,10,14251,0.586937759,1.0,1
37159,37722,682,42,9,16526,0.380600266,1.0,0
37160,37725,878,4,7,9795,0.900511485,1.0,0
37161,37726,676,153,5,4340,0.372184332,1.0,0
37162,37727,675,395,2,15168,0.725,0.0,1
37163,37728,687,468,2,7672,0.475,0.0,1
37164,37729,673,5,17,21816,0.90457875,1.0,0
37165,37730,695,225,3,5011,0.35034524,1.0,1
37166,37731,672,332,5,9600,0.623739583,1.0,1
37167,37732,670,25,4,4883,0.771554372,1.0,0
37168,37733,669,6,3,4062,0.914527326,1.0,0
37169,37734,666,19,17,16480,0.7735163829999999,1.0,0
37170,37735,663,29,6,13054,0.41896047200000003,1.0,0
37171,37736,663,117,12,23425,0.5286753470000001,1.0,0
37172,37737,663,189,8,6754,0.823146284,1.0,1
37173,37738,661,134,6,9573,0.8548929279999999,1.0,0
37174,37739,662,550,3,9531,0.399889833,0.0,1
37175,37740,657,23,13,12834,0.818028674,1.0,0
37176,37741,653,330,12,22881,0.6942353920000001,0.0,1
37177,37742,654,73,16,18570,0.719402262,1.0,0
37178,37743,654,5,11,12093,0.765786819,1.0,0
37179,37744,648,14,26,19959,0.6896041890000001,1.0,0
37180,37745,649,107,16,20607,0.8187091759999999,1.0,0
37181,37746,649,162,9,12124,0.564143847,1.0,1
37182,37747,645,6,18,50361,0.774820992,1.0,0
37183,37748,683,37,26,65695,0.812536266,1.0,0
37184,37749,644,228,2,3055,0.786713584,1.0,0
37185,37750,644,305,6,7679,0.7814975909999999,0.0,1
37186,37751,638,181,2,3135,0.6845645929999999,1.0,0
37187,37752,636,429,7,7827,0.686533793,0.0,1
37188,37753,636,91,7,32313,0.833315693,1.0,0
37189,37754,647,3,19,23235,1.320228535,1.0,0
37190,37755,634,5,4,7240,0.545972376,1.0,0
37191,37756,634,130,19,31309,0.608210419,0.0,1
37192,37757,632,172,2,5986,0.32310056800000003,1.0,0
37193,37758,631,11,8,9763,0.644863259,1.0,0
37194,37759,639,458,12,15957,0.7927304629999999,0.0,1
37195,37760,630,401,3,2968,0.8082547170000001,0.0,1
37196,37761,630,530,3,3176,0.828274559,0.0,1
37197,37762,630,14,59,86620,0.742177442,1.0,0
37198,37763,628,257,2,2376,0.47,1.0,1
37199,37765,645,198,2,368,0.77,1.0,1
37200,37766,622,292,10,13820,0.575651954,0.0,1
37201,37767,622,133,7,13479,0.643656799,0.0,0
37202,37768,620,219,5,8180,0.7753056229999999,1.0,0
37203,37769,620,121,4,5206,0.48752977299999994,1.0,0
37204,37770,617,177,2,5342,0.875,1.0,1
37205,37771,613,1,27,40680,0.716462881,1.0,0
37206,37772,623,342,3,15864,0.743797277,1.0,1
37207,37773,613,37,5,4377,0.525528901,1.0,0
37208,37774,608,28,2,2058,0.8009183670000001,1.0,0
37209,37776,602,400,3,7601,0.8720036840000001,0.0,1
37210,37777,606,449,4,4133,0.7632954270000001,0.0,1
37211,37778,603,37,2,4563,0.49357002,1.0,0
37212,37779,601,46,2,2168,0.341236162,1.0,0
37213,37780,600,13,6,9000,0.5055022220000001,1.0,0
37214,37781,600,529,2,3934,0.85,0.0,1
37215,37782,598,177,4,11159,0.838157541,1.0,0
37216,37783,595,71,5,3199,0.843913723,1.0,0
37217,37784,591,9,60,77799,0.651002327,1.0,0
37218,37785,594,123,23,30084,0.8869565220000001,1.0,0
37219,37786,588,299,3,4078,0.8531338890000001,1.0,1
37220,37787,588,163,5,10359,0.742027223,1.0,0
37221,37788,586,45,5,9095,0.574,1.0,0
37222,37789,586,231,6,10228,0.5130817360000001,0.0,1
37223,37790,587,233,6,8010,0.423700375,0.0,1
37224,37791,586,118,9,12427,0.7654783940000001,1.0,1
37225,37792,587,109,8,11484,0.653383838,1.0,0
37226,37793,581,36,4,7868,1.2025,1.0,0
37227,37794,581,386,2,1332,0.425,0.0,1
37228,37795,579,178,2,1528,0.6,1.0,1
37229,37796,579,20,8,9925,0.639816625,1.0,0
37230,37797,579,128,7,10428,0.557051208,1.0,0
37231,37798,578,552,3,6238,0.897098429,0.0,1
37232,37799,576,43,9,8241,0.8114270109999999,1.0,0
37233,37800,575,249,3,2031,0.523333333,0.0,1
37234,37801,573,328,4,5254,0.575209364,1.0,1
37235,37802,609,116,4,18389,0.691508511,1.0,0
37236,37804,571,14,29,72045,0.628702894,1.0,0
37237,37805,568,330,5,25724,0.725431504,0.0,1
37238,37806,566,422,8,14750,0.604949153,0.0,1
37239,37807,566,17,23,26221,0.5454090229999999,1.0,0
37240,37808,573,12,9,7831,1.051891202,1.0,0
37241,37809,562,236,3,4101,0.584579371,1.0,0
37242,37811,561,3,9,14020,0.7043195440000001,1.0,0
37243,37812,559,3,24,31487,0.606289262,1.0,0
37244,37813,560,493,4,5295,0.852181303,0.0,1
37245,37814,555,90,3,6231,0.78,1.0,0
37246,37815,554,1,3,4126,0.480096946,1.0,0
37247,37816,549,46,17,19575,0.6319530010000001,1.0,0
37248,37817,540,13,12,21779,0.633575003,1.0,0
37249,37818,544,23,6,8316,0.617313612,1.0,0
37250,37819,546,67,9,75093,1.026311241,1.0,0
37251,37820,547,104,10,8468,0.9146232879999999,1.0,0
37252,37821,547,76,6,10037,0.496731095,1.0,0
37253,37822,548,230,6,8989,0.516751585,1.0,1
37254,37823,537,58,3,20188,0.630256588,1.0,0
37255,37825,534,70,2,3106,0.41,1.0,1
37256,37826,535,84,6,32021,0.5530742329999999,1.0,0
37257,37827,532,362,4,2601,0.5647635520000001,1.0,1
37258,37828,531,39,11,9330,0.737650589,1.0,0
37259,37829,531,9,14,19634,0.833979831,1.0,0
37260,37830,549,398,2,1938,0.908462332,0.0,1
37261,37831,531,126,10,8220,0.547333333,1.0,0
37262,37832,534,410,2,12684,0.685745822,0.0,1
37263,37833,525,40,13,23900,0.627643933,1.0,0
37264,37834,525,17,6,9136,0.72563704,1.0,0
37265,37835,524,8,28,20945,0.582456434,1.0,0
37266,37836,525,263,2,1646,0.546348724,1.0,1
37267,37837,600,44,21,24284,0.7405674520000001,1.0,0
37268,37838,519,43,14,30263,0.771566269,1.0,0
37269,37839,518,316,3,3493,0.681935299,1.0,1
37270,37840,515,251,23,41349,0.620262642,1.0,1
37271,37841,516,94,2,2353,1.025495113,1.0,1
37272,37842,512,65,14,20044,0.531429355,1.0,0
37273,37843,511,469,3,1998,0.656006006,0.0,1
37274,37844,508,34,8,9729,0.678583616,1.0,0
37275,37846,505,344,5,9001,0.6764859459999999,1.0,1
37276,37847,504,43,11,21313,0.625552949,1.0,0
37277,37848,504,132,6,7116,0.8061663859999999,1.0,0
37278,37849,503,23,9,12539,0.489088444,1.0,0
37279,37850,502,478,2,3082,0.75,0.0,1
37280,37851,503,168,7,11241,0.694934614,1.0,1
37281,37852,502,280,3,10274,0.683329764,1.0,1
37282,37853,501,191,14,19216,0.651004371,1.0,1
37283,37854,499,286,2,1080,0.328611111,1.0,1
37284,37855,501,27,26,16897,0.76238208,1.0,1
37285,37856,497,26,3,3222,0.949844817,1.0,0
37286,37857,495,44,18,28752,0.567298971,1.0,0
37287,37858,493,195,4,10652,0.6084791589999999,0.0,0
37288,37859,492,194,5,4247,0.8082999759999999,1.0,0
37289,37860,503,479,2,2240,1.25,0.0,1
37290,37861,493,487,2,1298,0.75,0.0,1
37291,37862,500,32,17,52384,0.810960408,1.0,0
37292,37863,507,69,20,40955,0.80435771,0.0,0
37293,37864,489,79,3,16041,1.02387694,1.0,0
37294,37865,489,184,4,4110,0.6372700729999999,1.0,0
37295,37866,486,216,2,1818,0.92,1.0,1
37296,37867,501,15,8,11933,0.43068298,1.0,0
37297,37868,661,182,6,11805,0.652448115,0.0,1
37298,37869,480,214,4,7409,0.733640167,1.0,1
37299,37870,507,188,5,7006,0.715159863,0.0,0
37300,37871,519,61,3,3161,0.8153685540000001,0.0,0
37301,37872,519,50,3,5373,0.75411502,0.0,0
37302,37873,480,380,5,5836,0.7637765590000001,0.0,1
37303,37874,476,24,5,18205,0.78841582,1.0,0
37304,37875,477,210,2,4200,0.281485714,1.0,1
37305,37876,477,107,8,8530,0.498444314,1.0,1
37306,37877,503,422,21,44058,0.502380952,0.0,1
37307,37878,476,77,9,13441,0.8731150959999999,1.0,0
37308,37879,474,179,6,7368,0.937071118,1.0,1
37309,37880,474,19,4,5498,0.637511822,1.0,0
37310,37881,472,1,20,13656,0.679157879,1.0,0
37311,37882,467,1,11,29073,0.844545455,1.0,0
37312,37883,466,83,11,20687,0.646923672,1.0,0
37313,37884,463,204,3,5086,0.729292175,1.0,1
37314,37885,461,212,4,3876,0.6533591329999999,1.0,1
37315,37886,461,169,5,26244,0.8543278459999999,1.0,1
37316,37887,461,358,2,3934,0.25,1.0,1
37317,37888,454,247,3,4058,0.5230606210000001,1.0,1
37318,37889,454,231,6,7646,0.4153740520000001,1.0,1
37319,37890,455,276,3,1968,0.36,0.0,1
37320,37891,456,149,13,18289,0.705266554,1.0,1
37321,37892,456,112,4,7575,0.427553795,1.0,0
37322,37893,457,206,6,8329,0.7016748709999999,0.0,1
37323,37894,452,179,4,6024,0.896718127,1.0,1
37324,37895,450,53,29,40781,0.689128761,1.0,0
37325,37896,451,252,5,16339,0.7343980659999999,1.0,1
37326,37897,492,149,4,6296,0.840675032,0.0,0
37327,37898,452,207,4,4428,0.849369919,1.0,1
37328,37899,447,38,4,6550,0.7362809159999999,1.0,0
37329,37900,447,114,8,9919,0.726280875,1.0,1
37330,37901,446,48,14,45414,0.716803629,1.0,0
37331,37902,447,38,11,14581,0.699833345,1.0,0
37332,37903,447,224,7,8812,0.451942805,1.0,1
37333,37904,446,131,2,3122,0.744103139,1.0,0
37334,37905,445,142,10,15357,0.6801986059999999,1.0,1
37335,37906,444,3,15,20413,0.550153334,1.0,0
37336,37907,442,405,2,5344,0.625,0.0,1
37337,37908,445,66,10,6053,0.836003635,1.0,0
37338,37909,440,126,2,15462,0.607292718,1.0,0
37339,37910,439,277,2,2410,0.749834025,1.0,1
37340,37911,438,2,13,15221,0.890743052,1.0,0
37341,37912,438,85,7,14045,0.789493058,1.0,0
37342,37913,435,44,4,5164,0.55,1.0,0
37343,37914,435,105,13,15450,0.707535275,1.0,0
37344,37915,435,76,3,3359,0.7007442690000001,1.0,0
37345,37916,435,194,6,7870,0.8650304959999999,1.0,1
37346,37917,435,102,4,7868,0.6225,1.0,0
37347,37918,434,371,2,24464,0.475,0.0,1
37348,37919,431,21,10,21816,0.714197836,1.0,0
37349,37920,430,20,15,19929,0.558218676,1.0,0
37350,37921,427,402,2,4268,0.825,0.0,1
37351,37922,426,73,5,9681,0.337040595,1.0,0
37352,37923,425,323,5,5565,0.519380054,1.0,1
37353,37924,2527,110,25,42559,0.9483474709999999,1.0,0
37354,37925,421,34,8,22152,0.630035211,1.0,0
37355,37926,420,366,2,1208,0.5,1.0,1
37356,37927,420,147,4,4120,0.6807985440000001,1.0,1
37357,37928,418,263,2,2572,0.615,1.0,1
37358,37929,418,225,2,4154,0.65,1.0,1
37359,37930,422,314,2,1700,0.6768235290000001,1.0,1
37360,37931,418,177,5,6413,0.49913613,1.0,1
37361,37932,419,379,2,4150,0.599903614,0.0,1
37362,37933,430,331,4,7010,0.573623395,0.0,1
37363,37934,401,125,5,3127,0.782456028,1.0,1
37364,37935,400,30,5,4005,0.304,1.0,0
37365,37936,400,250,3,4374,0.45400548700000004,1.0,1
37366,37937,399,4,3,4370,0.715940503,1.0,0
37367,37938,399,93,2,3939,0.590891089,1.0,0
37368,37939,397,140,6,5955,0.423937867,1.0,1
37369,37940,402,9,5,12219,0.406997299,1.0,0
37370,37941,402,18,3,4291,0.5226753670000001,1.0,0
37371,37942,415,411,2,10274,0.815018493,0.0,1
37372,37943,396,391,3,2409,0.736820257,0.0,1
37373,37944,417,35,10,13798,0.506814031,1.0,0
37374,37945,396,45,8,8514,0.7616173359999999,1.0,0
37375,37946,416,74,4,6200,0.6893903229999999,1.0,0
37376,37947,396,62,5,16642,0.736376637,1.0,1
37377,37948,415,119,2,1380,0.415,1.0,1
37378,37949,404,62,4,4930,0.59263286,1.0,1
37379,37950,404,25,4,6212,0.3475,1.0,0
37380,37951,405,225,2,4258,0.38,1.0,1
37381,37952,411,3,2,2140,0.624336449,1.0,0
37382,37953,411,60,3,3466,0.550380842,1.0,1
37383,37954,411,27,3,8526,0.74,1.0,0
37384,37955,394,177,2,2582,0.28,1.0,1
37385,37956,395,274,2,4154,0.28,1.0,1
37386,37957,395,264,2,2655,0.425875706,1.0,1
37387,37958,430,419,2,4268,0.8,0.0,1
37388,37959,393,47,13,17004,0.502307692,1.0,0
37389,37960,393,38,5,11700,0.534996581,1.0,0
37390,37961,444,174,2,2650,1.064037736,1.0,0
37391,37962,392,91,9,11329,0.454770942,1.0,0
37392,37963,391,2,18,20292,0.600268579,1.0,0
37393,37964,390,353,3,2163,0.8666666670000001,0.0,1
37394,37965,388,175,4,8974,0.674771562,1.0,1
37395,37966,385,35,6,8811,0.7571864709999999,1.0,0
37396,37967,384,295,2,947,0.831721225,1.0,1
37397,37968,384,346,2,3834,0.37565206100000004,1.0,1
37398,37969,382,105,5,7998,0.6161865470000001,1.0,1
37399,37970,383,69,2,2533,0.7234938809999999,1.0,0
37400,37971,380,159,3,3585,0.58,1.0,1
37401,37972,378,251,6,5598,0.913333333,1.0,1
37402,37973,378,222,6,11802,0.8816666670000001,1.0,1
37403,37974,378,167,3,5013,0.6776939959999999,1.0,1
37404,37975,391,79,3,24381,0.6033333329999999,1.0,0
37405,37976,376,67,10,28727,0.544902357,1.0,0
37406,37977,375,129,6,6144,1.3589550780000001,1.0,1
37407,37978,383,191,5,7219,0.683749827,1.0,1
37408,37979,374,110,5,4041,0.790984905,1.0,0
37409,37980,374,1,15,16420,0.542334957,1.0,0
37410,37981,371,180,2,5344,0.265,1.0,1
37411,37982,369,65,2,3385,0.38,1.0,1
37412,37983,368,325,2,2502,0.25,1.0,1
37413,37984,397,1,11,19493,0.922491664,1.0,0
37414,37985,385,16,20,19200,0.615409375,1.0,0
37415,37986,367,57,8,10296,0.601109169,1.0,0
37416,37987,418,83,9,16916,0.68926874,1.0,1
37417,37988,481,288,3,2618,0.8300802140000001,1.0,1
37418,37989,415,122,2,2815,0.692461812,1.0,1
37419,37990,426,186,22,15180,0.924090909,1.0,1
37420,37991,389,251,3,3039,0.5553701879999999,1.0,1
37421,37992,413,289,4,8370,0.7562819590000001,1.0,1
