MEMBER_NO,FFP_TIER,GENDER,age,ZL,ZR,ZF,ZM,ZC,K
26046,4,ÄÐ,39,-0.605347764,-0.818244043,0.002029746,-0.279616718,-0.312708042,B
26048,5,ÄÐ,32,-0.467343799,-0.75213787,2.128088215,1.010857364,0.727197505,B
26080,4,ÄÐ,48,-0.720940829,-0.179217705,0.214635592,0.533437053,-0.536008073,B
26085,5,ÄÐ,47,-0.87545809,-0.933929845,1.490270674,1.714804137,0.648624212,B
26095,4,ÄÐ,42,-0.523960811,0.030118509,0.356372824,0.478622305,0.627403237,B
26103,5,ÄÐ,52,-0.868380963,-0.432624701,0.498110055,1.241658806,2.642825488,B
26108,4,ÄÐ,52,-1.000487323,-0.355500833,-0.281444717,-0.347351408,0.139178157,B
26162,4,ÄÐ,32,-0.792891615,-0.895367911,1.56113929,0.796965845,-0.080827791,B
26205,4,ÄÐ,57,-1.009923492,-0.228797335,0.002029746,-0.180009675,0.992657312,B
26241,4,ÄÐ,38,-0.019125792,-0.228797335,0.214635592,0.00433698,0.409605934,B
26243,4,ÄÐ,55,0.272215912,-0.272868117,-0.352313333,-0.36872631,0.438974885,B
26252,4,ÄÐ,32,0.24744597,-0.889859063,1.277664827,1.078782053,-0.010524769,B
26256,4,ÄÐ,38,-1.034693434,-0.564837047,-0.281444717,-0.373428788,0.576495782,B
26277,4,Å®,53,-0.065127114,-0.829261738,1.490270674,0.314035559,0.275124083,B
26286,4,ÄÐ,46,-0.56760309,-0.394062767,-0.06883887,-0.052900258,0.087394474,B
26312,4,ÄÐ,39,-0.636015312,-0.691540545,0.002029746,-0.013332939,-1.163768266,B
26313,4,ÄÐ,65,-0.612424891,-0.162691162,-0.352313333,-0.199247087,-0.913321898,B
26335,4,ÄÐ,42,0.295806334,-0.790699804,0.994190365,0.470499842,-0.650962274,B
26339,4,Å®,65,0.01625984,-0.939438693,-0.494050564,-0.536400541,-0.883129562,B
26341,4,ÄÐ,49,-0.849508626,-0.157182314,1.348533443,1.019122326,-0.491528075,B
26358,6,ÄÐ,46,-0.746890293,-0.939438693,3.899803607,3.916371542,0.158614745,B
26373,4,ÄÐ,28,-0.492113742,-0.785190956,0.356372824,0.164126247,0.3921519,B
26376,4,ÄÐ,47,-0.627758665,-0.526275113,0.072898361,-0.105720016,0.141937,B
26377,4,ÄÐ,58,-0.891971385,-0.305921203,1.844613753,1.070992089,0.732106714,B
26379,5,ÄÐ,43,0.141289073,-0.895367911,4.18327807,2.401413488,0.63389254,B
26385,4,ÄÐ,50,-0.207849164,-0.708067088,-0.139707486,-0.221999483,-0.112917097,B
26387,4,ÄÐ,34,-0.14887311,-0.146164619,-0.210576101,-0.262849295,-0.503576334,B
26398,4,ÄÐ,42,0.272215912,-0.542801656,1.06505898,1.008529875,0.098696471,B
26407,4,ÄÐ,50,0.188469916,-0.349991985,-0.494050564,-0.145904832,0.511498693,B
26413,4,ÄÐ,45,-0.012048666,-0.256341573,-0.06883887,0.385142733,-0.124849387,B
26427,4,ÄÐ,40,-0.238516711,-0.603398981,0.852453133,2.424545882,-0.193281139,B
26430,4,ÄÐ,34,0.002105587,-0.796208652,0.568978671,0.55386196,-0.368638138,B
26447,5,ÄÐ,41,-0.100512746,-0.939438693,5.742387614,5.248835432,0.17364237,B
26453,5,ÄÐ,37,-0.319903665,-0.851297129,0.498110055,1.245031291,-0.888083535,B
26459,4,ÄÐ,35,-0.355289297,-0.884350216,-0.281444717,-0.402688654,0.858156618,B
26464,4,Å®,32,-0.488575178,0.542441349,-0.494050564,-0.147804823,-0.055077388,B
26466,4,ÄÐ,38,-0.259748091,-0.933929845,0.498110055,0.890350417,-0.096863136,B
26478,4,ÄÐ,43,-0.481498052,0.261490114,-0.281444717,0.118858954,0.128003226,B
26489,4,ÄÐ,37,-0.507447516,-0.867823672,-0.139707486,0.189776129,-0.541866699,B
26499,4,ÄÐ,53,-0.395393014,0.024609661,0.002029746,0.244305879,-0.400080682,B
26520,5,ÄÐ,31,-0.588834469,-0.900876759,0.994190365,0.929252739,0.640813762,B
26547,4,ÄÐ,37,-0.68909376,-0.008443425,-0.139707486,0.240790895,-1.586481637,B
26565,4,Å®,39,1.395119971,-0.884350216,1.773745137,1.145376748,0.464837162,B
26566,4,Å®,40,1.865748879,-0.763155565,0.356372824,0.41639759,0.308244756,B
26578,5,ÄÐ,41,1.535482979,-0.939438693,2.907642988,1.139581774,0.311661474,B
26579,4,ÄÐ,41,1.810311388,-0.75213787,0.072898361,0.241408393,-0.942991926,B
26580,5,ÄÐ,50,0.425553651,-0.928420998,2.978511603,2.238726734,4.013249414,B
26582,4,Å®,69,1.8669284,-0.201253096,-0.281444717,-0.122772438,-0.705707718,B
26590,4,ÄÐ,47,1.772566714,-0.933929845,1.277664827,1.007579879,0.227511614,B
26594,4,ÄÐ,41,1.846876541,-0.190235401,-0.06883887,-0.267694273,-0.029679714,B
26596,4,ÄÐ,46,1.871646484,-0.878841368,1.702876521,1.965935485,-0.195209304,B
26598,4,ÄÐ,43,1.930622538,-0.355500833,-0.139707486,-0.136927373,-0.11917643,B
26601,4,Å®,54,1.660512212,-0.917403302,0.285504208,0.156193783,-0.036360595,B
26613,4,ÄÐ,,1.832722289,-0.823752891,0.072898361,-0.264891786,0.65913046,B
26620,4,ÄÐ,44,1.541380584,-0.735611327,1.06505898,1.058119648,0.317532771,B
26625,4,ÄÐ,53,1.626306101,-0.796208652,1.277664827,0.674606406,1.897771352,B
26632,4,ÄÐ,42,1.634562749,-0.75213787,1.06505898,0.497907216,-0.259692433,B
26638,6,ÄÐ,37,1.601536159,-0.917403302,5.458913152,2.831334017,1.245140814,B
26641,6,ÄÐ,46,1.721847308,-0.862314825,4.608489764,2.987085803,3.265935171,B
26642,5,ÄÐ,34,1.659332691,-0.87333252,3.120248835,3.333501714,0.199492804,B
26651,4,ÄÐ,46,1.557893879,-0.87333252,1.773745137,1.90817575,0.111761306,B
26660,4,ÄÐ,,1.641639875,-0.592381286,-0.139707486,-0.433896011,0.797810856,B
26669,5,ÄÐ,47,1.807952346,-0.87333252,5.671518999,4.116488124,0.827549562,B
26670,4,Å®,52,1.508353994,-0.399571615,0.498110055,0.07848414,-0.517152051,B
26675,4,ÄÐ,49,1.438762251,-0.746629022,1.135927596,1.227313872,0.467390852,B
26704,6,ÄÐ,57,1.053058861,-0.746629022,2.765905756,1.649301937,2.525615929,B
26708,4,Å®,42,0.745203861,-0.884350216,1.490270674,1.359600765,-0.162598858,B
26719,4,ÄÐ,54,1.418710393,-0.195744248,0.781584518,0.193148614,0.234189536,B
26732,4,Å®,50,1.27244978,-0.779682109,0.710715902,0.400912661,-0.432321573,B
26733,4,ÄÐ,57,1.296040201,-0.465677788,1.206796212,0.448602442,0.119229247,B
26738,4,ÄÐ,39,1.090803535,-0.70255824,1.915482368,0.807890795,1.203174774,B
26742,4,ÄÐ,45,1.244141274,-0.493222026,-0.494050564,-0.472655833,0.508108632,B
26747,4,ÄÐ,46,0.951620049,-0.553819351,-0.281444717,-0.236724415,0.018084633,B
26779,4,ÄÐ,54,1.180447137,-0.812735195,-0.494050564,-0.527328083,1.49312428,B
26791,4,ÄÐ,36,0.536428632,-0.939438693,2.198956831,1.29101108,0.964778872,B
26792,4,ÄÐ,63,1.849235584,-0.421607006,1.702876521,1.121294358,0.770351967,B
26813,4,ÄÐ,46,1.863389836,-0.807226347,1.348533443,1.109086914,-0.166454615,B
26815,4,ÄÐ,58,0.75464003,0.34412283,-0.210576101,-0.446245954,0.611742041,B
26819,4,ÄÐ,47,0.859617405,-0.228797335,1.632007906,0.899897873,0.035354441,B
26826,4,ÄÐ,54,0.825411294,-0.911894454,1.277664827,0.758396022,0.725019299,B
26829,4,Å®,35,0.466836889,-0.757646718,-0.210576101,0.059769225,3.440535276,B
26833,4,ÄÐ,45,0.657919302,-0.807226347,2.198956831,1.196676512,0.21448991,B
26844,5,ÄÐ,39,0.661457865,-0.840279434,3.261986066,3.924921503,0.526304659,B
26847,4,Å®,37,0.637867444,-0.46016894,-0.06883887,-0.129897405,-0.433969198,B
26857,5,ÄÐ,46,0.498683958,-0.889859063,-0.06883887,-0.356708865,0.563518729,B
26861,5,Å®,41,1.840978936,-0.030478816,0.639847286,0.393502695,0.730410314,B
26867,4,ÄÐ,54,1.715949703,-0.553819351,0.002029746,-0.024447888,-0.959262374,B
26871,4,ÄÐ,57,1.688820718,-0.724593631,-0.06883887,0.188018637,-0.253752695,B
26878,4,Å®,47,1.00823706,-0.592381286,0.356372824,1.053417169,-0.338580312,B
26882,4,ÄÐ,34,1.133266294,-0.812735195,1.06505898,0.781623415,0.198968305,B
26891,4,ÄÐ,54,0.550582885,-0.840279434,1.135927596,0.524317095,-0.129709134,B
26897,4,Å®,41,1.030647961,-0.377536224,-0.139707486,0.130543901,-1.326720014,B
26913,5,ÄÐ,55,0.866694532,-0.867823672,3.545460529,3.538415775,-0.549975407,B
26923,4,ÄÐ,42,0.728690566,-0.58136359,0.639847286,2.138074696,-0.524904806,B
26933,4,ÄÐ,45,0.613097502,-0.564837047,0.356372824,0.150968807,0.254509482,B
26956,4,ÄÐ,57,1.679384549,-0.355500833,0.002029746,0.399725167,-0.145545991,B
26958,4,ÄÐ,36,1.673486944,-0.085567294,-0.139707486,0.677503893,0.558714226,B
26966,4,ÄÐ,55,1.636921791,-0.013952273,0.568978671,0.700493787,0.37131941,B
26978,4,ÄÐ,62,1.608613285,0.448790937,-0.352313333,-0.160487265,-1.210779978,B
26983,4,Å®,36,1.551996274,-0.906385607,0.356372824,0.816963253,-0.649511258,B
27000,4,Å®,50,1.245320795,0.724233324,-0.06883887,0.389037716,-0.753611504,B
27002,4,ÄÐ,52,1.312553496,-0.939438693,0.994190365,1.549409895,-0.105566418,B
27008,4,ÄÐ,53,1.232346064,-0.900876759,1.915482368,1.717844123,-0.631601982,B
27011,4,Å®,56,1.284244991,-0.548310504,-0.494050564,-0.413613604,0.551504744,B
27012,6,Å®,49,1.225268937,-0.917403302,0.639847286,1.79697876,-0.338770256,B
27016,4,ÄÐ,43,1.149779589,-0.834770586,0.143766977,0.696551306,0.185128902,B
27024,4,ÄÐ,59,1.796157135,-0.8017175,0.994190365,1.577814765,-0.086534291,B
27038,4,ÄÐ,42,0.969312865,0.437773242,-0.352313333,0.053689253,-0.704804948,B
27050,4,ÄÐ,65,0.832488421,0.630582912,-0.494050564,-0.589980295,-0.765437098,B
27058,4,ÄÐ,59,0.694484455,-0.856805977,0.568978671,1.654574413,0.143735291,B
27060,4,ÄÐ,41,1.090803535,0.421246698,0.427241439,-0.051902763,0.1087619,B
27061,4,ÄÐ,53,0.664996429,0.922551843,0.002029746,0.20055858,-0.71957921,B
27062,4,Å®,34,0.650842176,0.509388262,0.285504208,1.254056249,-0.011339773,B
27086,4,ÄÐ,34,-0.026202919,0.97764032,-0.494050564,-0.521200611,-0.133123833,B
27096,4,ÄÐ,59,-0.893150906,-0.421607006,1.277664827,3.232184679,0.898322127,B
27112,4,ÄÐ,42,0.505761084,-0.884350216,0.568978671,0.201841074,-0.197940825,B
27127,4,ÄÐ,43,-0.055690946,-0.405080462,-0.281444717,-0.673674912,0.525010287,B
27128,4,Å®,37,-0.015587229,-0.16820001,-0.139707486,-0.30754659,0.626061455,B
27129,4,ÄÐ,34,-0.023843877,0.041136204,-0.494050564,-0.453940919,0.194234519,B
27145,4,ÄÐ,33,-0.194874432,-0.906385607,0.781584518,0.06100422,0.055203845,B
27193,4,ÄÐ,47,-0.319903665,-0.327956594,0.072898361,0.058486731,-0.979478232,B
27204,4,ÄÐ,38,-0.344673608,0.156822007,0.356372824,-0.342648929,0.826536249,B
27216,4,ÄÐ,46,-0.344673608,-0.113111532,0.143766977,0.027896872,0.728844595,B
27245,4,ÄÐ,33,0.020977924,-0.818244043,0.143766977,0.132206393,0.069645683,B
27261,4,ÄÐ,37,-0.372982114,-0.206761944,-0.281444717,-0.180057175,-0.402642099,B
27271,4,ÄÐ,33,-0.375341156,-0.537292808,-0.139707486,0.010274452,-0.851271064,B
27300,4,ÄÐ,47,-0.464984757,-0.553819351,-0.281444717,-0.202524572,0.056502523,B
27305,4,ÄÐ,54,-0.509806558,-0.212270792,-0.06883887,1.896775802,-0.085926408,B
27330,4,Å®,32,-0.607706807,-0.388553919,0.072898361,-0.256769323,-0.669714619,B
27331,4,ÄÐ,42,-0.607706807,-0.399571615,0.639847286,-0.349203899,0.608298029,B
27335,4,ÄÐ,51,-0.625399623,-0.851297129,-0.06883887,-0.248029363,-0.543540867,B
27344,4,ÄÐ,53,-0.641912918,0.834410279,-0.494050564,-0.461018387,-1.36537429,B
27346,4,Å®,32,-0.653708128,0.085206986,-0.494050564,-0.539963025,-0.104207907,B
27363,6,ÄÐ,45,-0.481498052,-0.724593631,1.348533443,1.719791614,-0.300272066,B
27370,4,Å®,46,-0.740992688,-0.944947541,-0.352313333,-0.429573531,-0.564365409,B
27409,4,ÄÐ,29,-0.873099048,-0.878841368,-0.352313333,-0.381551251,-0.226534797,B
27411,4,ÄÐ,42,1.929443016,-0.867823672,2.695037141,3.443083712,0.161135314,B
27444,4,ÄÐ,37,-0.988692112,-0.856805977,0.427241439,-0.055465246,0.137350997,B
27453,4,ÄÐ,28,-1.002846365,-0.013952273,0.710715902,0.761816006,-1.279730966,B
27615,4,Å®,49,1.832722289,0.008083118,0.285504208,0.56464441,-1.017532573,B
27617,4,ÄÐ,53,1.839799415,-0.790699804,0.002029746,0.319213036,-1.061205692,B
27618,5,ÄÐ,51,1.83390181,-0.895367911,0.852453133,1.028764782,1.56876354,B
27625,4,ÄÐ,52,1.824465641,-0.939438693,1.844613753,2.14372717,0.343354384,B
27630,4,ÄÐ,49,1.805593304,-0.906385607,1.986350984,1.775318859,-0.072993027,B
27642,4,ÄÐ,46,1.785541446,-0.311430051,0.639847286,1.096166973,-0.894034369,B
27644,6,ÄÐ,46,1.840978936,-0.900876759,3.332854682,3.748507312,0.42706237,B
27647,5,ÄÐ,41,1.774925756,-0.399571615,0.356372824,0.050934266,-0.109076668,B
27648,4,ÄÐ,60,1.772566714,-0.730102479,-0.352313333,-0.198439591,-0.225555595,B
27649,4,ÄÐ,64,1.772566714,-0.316938899,-0.494050564,-0.471515839,4.072912625,B
27655,4,Å®,35,1.759591982,-0.8017175,-0.281444717,-0.337043955,-0.853081761,B
27658,4,ÄÐ,54,1.747796772,-0.818244043,0.852453133,1.114786888,-0.078933241,B
27666,4,Å®,46,1.731283477,-0.939438693,-0.139707486,3.146495072,0.073034618,B
27667,5,ÄÐ,38,1.736001561,0.013591966,-0.210576101,0.040484314,-0.747488056,B
27670,4,ÄÐ,51,1.739540124,0.92806069,-0.494050564,-0.465815865,1.701136743,B
27678,5,ÄÐ,44,1.72420635,-0.92291215,3.403723297,3.83614441,2.449924104,B
27688,5,ÄÐ,38,1.723026829,-0.917403302,4.041540838,3.014208178,0.102464489,B
27692,4,ÄÐ,38,1.699436408,-0.151673466,0.214635592,0.127646414,0.315723075,B
27695,4,ÄÐ,50,1.686461676,-0.135146923,-0.281444717,-0.146902327,-0.188282331,B
27702,4,ÄÐ,50,1.681743592,-0.906385607,0.143766977,0.169541222,-0.034701624,B
27708,6,ÄÐ,45,1.702974971,-0.933929845,5.884124846,6.217973488,3.659839441,B
27717,4,ÄÐ,53,1.721847308,-0.829261738,0.356372824,1.133596802,-0.070377291,B
27720,6,ÄÐ,46,1.664050776,-0.889859063,3.403723297,3.366039065,-0.183568174,B
27727,4,ÄÐ,46,1.659332691,0.085206986,0.002029746,-0.279141721,2.644698057,B
27738,6,Å®,38,1.640460354,-0.763155565,3.68719776,2.997440755,0.521798987,B
27740,4,ÄÐ,44,1.632203707,-0.939438693,0.143766977,0.020154407,-1.223264083,B
27751,4,ÄÐ,52,1.633383228,-0.383045071,-0.06883887,-0.013665438,0.581963743,B
27757,4,ÄÐ,38,1.662871254,-0.807226347,0.072898361,0.229105949,-0.504657254,B
27762,4,Å®,40,1.618049454,-0.586872438,-0.06883887,0.20497606,-0.597089238,B
27763,4,ÄÐ,58,1.638101312,-0.900876759,1.348533443,0.689378838,0.000130089,B
27769,4,ÄÐ,56,1.619228975,-0.785190956,0.285504208,-0.193262114,0.514548972,B
27791,6,ÄÐ,44,1.599177117,-0.944947541,1.702876521,1.087902011,0.2008676,B
27795,5,ÄÐ,43,1.583843343,-0.889859063,1.773745137,1.376605687,0.58031306,B
27835,4,ÄÐ,62,1.567330048,-0.504239722,-0.352313333,-0.203759566,-0.00713711,B
27836,6,ÄÐ,59,1.563791485,-0.911894454,8.648000857,5.844102703,3.429431696,B
27850,4,ÄÐ,54,1.537842021,-0.361009681,0.285504208,0.249578355,-0.124312027,B
27851,4,ÄÐ,42,1.541380584,-0.294903508,-0.210576101,-0.26403679,0.425686595,B
27854,4,ÄÐ,39,1.542560105,1.005184559,-0.281444717,-0.491940745,-0.028418253,B
27859,4,ÄÐ,60,1.537842021,-0.823752891,0.568978671,0.41212261,0.298310689,B
27863,4,ÄÐ,59,1.531944416,-0.592381286,-0.210576101,-0.143197344,-0.556650239,B
27864,4,Å®,41,1.535482979,-0.785190956,0.427241439,0.35754536,-0.155091719,B
27872,4,Å®,37,1.523687768,-0.851297129,0.072898361,0.045044293,-0.686558232,B
27885,4,ÄÐ,39,1.487122615,-0.361009681,-0.352313333,-0.432138519,-0.187267465,B
27892,4,ÄÐ,46,1.529585373,-0.900876759,2.482431294,1.773703867,-0.204100988,B
27895,4,Å®,37,1.508353994,-0.614416676,0.781584518,0.528782075,0.261198392,B
27898,4,ÄÐ,42,1.820927078,-0.774173261,0.852453133,0.054686749,0.719370467,B
27913,4,ÄÐ,41,1.491840699,-0.405080462,-0.494050564,-0.453370922,-0.706359257,B
27916,4,Å®,38,1.480045489,-0.895367911,0.994190365,0.951862635,-0.620057572,B
27924,4,ÄÐ,56,1.485943094,-0.878841368,-0.210576101,-0.550460477,-0.109978584,B
27931,4,ÄÐ,38,1.467070757,-0.856805977,-0.06883887,-0.074132661,-0.187679923,B
27934,4,ÄÐ,38,2.226682326,-0.619925524,0.923321749,0.516574631,0.211327898,B
27940,4,ÄÐ,50,1.472968362,-0.047005359,-0.494050564,-0.555067955,1.066325395,B
27948,4,ÄÐ,67,1.461173151,-0.851297129,1.206796212,1.37826818,-0.569607107,B
27953,4,Å®,49,1.450557462,-0.542801656,2.128088215,1.597052177,-0.417914593,B
27954,4,Å®,37,1.482404531,-0.713575936,2.0572196,1.63343701,0.396918109,B
27961,4,ÄÐ,53,1.444659856,-0.713575936,0.356372824,0.233428429,1.872255879,B
27980,4,ÄÐ,37,1.464711715,-0.416098158,-0.494050564,-0.333291472,-1.250967512,B
28005,4,ÄÐ,50,1.410453745,-0.212270792,-0.494050564,-0.519015621,-0.005966076,B
28008,4,Å®,55,1.402197098,-0.878841368,0.285504208,0.543079509,-0.433413275,B
28020,4,ÄÐ,41,1.464711715,-0.33897429,-0.494050564,-0.694859814,1.076549415,B
28036,4,ÄÐ,46,1.380965719,-0.349991985,-0.210576101,0.003671983,0.190181666,B
28041,5,ÄÐ,43,1.376247634,-0.884350216,3.474591913,4.046568445,0.172864707,B
28042,4,ÄÐ,48,1.421069435,-0.53178396,0.710715902,0.525314591,1.443444997,B
28053,5,ÄÐ,39,1.345580086,-0.900876759,3.616329144,3.073677906,-0.193097049,B
28072,4,ÄÐ,49,1.311373975,-0.206761944,-0.352313333,-0.416843589,-0.496992178,B
28073,4,ÄÐ,62,1.344400565,-0.713575936,-0.06883887,0.019061912,0.014940318,B
28074,4,ÄÐ,59,1.32788727,-0.917403302,0.710715902,1.398170588,2.801527016,B
28084,4,ÄÐ,42,1.32788727,-0.944947541,1.56113929,1.504855099,-0.573755391,B
28087,6,ÄÐ,64,1.317271581,-0.933929845,3.049380219,3.669610173,3.502311408,B
28088,4,ÄÐ,56,1.310194454,-0.790699804,-0.210576101,0.0435718,-0.574824539,B
28100,4,ÄÐ,54,1.288963075,-0.515257417,-0.281444717,0.062999211,2.483624737,B
28104,5,ÄÐ,49,1.30547637,-0.944947541,3.616329144,0.146788826,0.356510609,B
28121,4,Å®,57,1.285424512,-0.272868117,0.568978671,0.450122435,0.990421281,B
28133,4,ÄÐ,44,1.28306547,-0.250832726,0.568978671,0.921747773,-0.768855974,B
28135,4,Å®,35,1.271270259,0.118260073,-0.494050564,-0.471515839,0.078727398,B
28145,4,Å®,59,1.280706428,-0.911894454,-0.139707486,-0.735377129,0.258718946,B
28146,4,Å®,34,1.30547637,-0.11862038,-0.06883887,-0.252684342,-0.626237601,B
28160,6,ÄÐ,77,1.266552175,-0.933929845,2.553299909,1.634529505,1.972109011,B
28174,4,ÄÐ,42,1.235884627,-0.735611327,0.214635592,-0.054230252,0.283406283,B
28176,4,ÄÐ,37,1.23942319,0.118260073,-0.281444717,0.230103444,-0.937793906,B
28179,4,Å®,33,1.246500317,-0.421607006,1.915482368,2.50125803,-0.022088434,B
28181,4,ÄÐ,48,1.237064148,0.608547521,-0.494050564,-0.622185148,0.059808141,B
28183,4,ÄÐ,37,1.23942319,-0.608907829,0.002029746,-0.07437016,0.101550882,B
28197,4,ÄÐ,42,1.211114684,-0.911894454,0.285504208,0.136101375,-0.228552134,B
28200,4,Å®,41,1.227627979,-0.862314825,0.568978671,0.471544837,-0.50381924,B
28203,4,ÄÐ,48,1.2288075,-0.509748569,1.135927596,1.402873067,-0.577381795,B
28214,5,ÄÐ,48,1.26183409,-0.917403302,3.120248835,1.724399093,0.29761345,B
28219,4,ÄÐ,35,1.181626658,-0.790699804,0.356372824,0.499522209,-0.309558863,B
28228,4,ÄÐ,38,1.193421868,-0.862314825,-0.139707486,0.465132367,-0.430039397,B
28232,4,Å®,50,1.17337001,-0.316938899,-0.494050564,2.082309951,-0.466258792,B
28236,4,ÄÐ,44,1.169831447,-0.818244043,1.56113929,3.689702581,-0.283983558,B
28238,4,ÄÐ,62,1.169831447,-0.790699804,-0.281444717,-0.470138345,-0.632840666,B
28240,4,Å®,42,1.175729052,-0.757646718,-0.139707486,-0.093322573,0.500386645,B
28248,4,ÄÐ,47,1.166292884,-0.06904075,0.285504208,0.219843491,3.478248142,B
28259,4,Å®,32,1.163933842,-0.586872438,1.419402059,1.063107125,3.624760895,B
28277,4,ÄÐ,52,1.104957788,-0.697049393,1.06505898,0.75236355,-0.85842647,B
28279,4,ÄÐ,42,1.058956466,-0.58136359,-0.210576101,0.065136701,0.402993125,B
28280,4,Å®,41,1.07429024,-0.818244043,0.923321749,0.233950927,-0.008580146,B
28284,4,ÄÐ,37,1.057776945,-0.807226347,0.568978671,0.079624134,0.536534831,B
28308,4,ÄÐ,31,0.889105432,0.024609661,0.427241439,-0.072422668,-0.060846253,B
28350,4,Å®,38,0.460939283,-0.074549598,0.427241439,0.408702625,0.147028329,B
28366,4,ÄÐ,32,0.245086927,-0.75213787,1.56113929,2.015240259,-0.560599875,B
28378,5,ÄÐ,38,0.164879495,-0.311430051,-0.06883887,-0.364451329,0.980715955,B
28387,4,ÄÐ,38,0.16016141,-0.763155565,0.427241439,0.549016982,-0.76096365,B
28398,4,ÄÐ,37,0.404322272,-0.92291215,-0.494050564,-0.324931511,-0.43196563,B
28403,4,ÄÐ,38,0.000926066,-0.829261738,-0.352313333,0.284775694,0.607244382,B
28406,4,ÄÐ,42,-0.006151061,-0.53178396,-0.494050564,-0.543620508,-0.857610784,B
28415,4,ÄÐ,36,-0.023843877,-0.818244043,0.710715902,0.519329618,-0.152732447,B
28425,4,Å®,46,-0.058049988,-0.46016894,-0.352313333,0.546499494,1.732473133,B
28433,4,Å®,33,-0.106410352,0.46531748,-0.06883887,0.009704455,-0.165086446,B
28444,4,Å®,31,-0.147693589,-0.763155565,3.19111745,2.848718937,-0.235084832,B
28445,4,ÄÐ,49,-0.14887311,-0.074549598,0.568978671,0.405757639,2.884931236,B
28474,6,ÄÐ,41,-0.048613819,-0.542801656,0.568978671,9.740224838,1.529618139,B
28493,4,ÄÐ,47,-0.283338512,-0.300412355,0.072898361,-0.20727455,0.17265046,B
28499,4,ÄÐ,51,-0.332878397,-0.944947541,0.923321749,1.528557491,-0.30445113,B
28509,4,ÄÐ,45,-0.35764834,-0.520766265,2.624168525,1.874783403,1.98476274,B
28557,4,ÄÐ,41,-0.542833148,-0.212270792,-0.494050564,-0.413708604,0.975857685,B
28559,4,ÄÐ,42,-0.559346443,-0.553819351,1.773745137,1.355895782,0.564728306,B
28567,4,Å®,24,-0.591193512,-0.741120174,-0.494050564,-0.551362972,-2.02605984,B
28569,4,ÄÐ,38,-0.604168243,-0.58136359,-0.06883887,0.30729059,-1.000231824,B
28585,4,ÄÐ,36,-0.639553876,-0.785190956,0.214635592,-0.002645488,-0.42754642,B
28591,4,ÄÐ,33,-0.575859738,0.250472418,0.143766977,0.975755025,-1.505399515,B
28592,4,Å®,29,-0.645451481,-0.063531903,1.206796212,0.664631452,-0.764509164,B
28597,4,ÄÐ,34,-0.66668286,-0.829261738,0.568978671,0.668241435,-1.065419474,B
28598,4,Å®,35,-0.661964776,-0.372027376,0.923321749,1.066669608,-0.143490025,B
28599,5,ÄÐ,31,-0.651349086,-0.862314825,2.269825447,1.413323019,-0.140403676,B
28603,4,ÄÐ,31,-0.678478071,-0.493222026,0.072898361,0.305485599,-0.404288258,B
28611,4,ÄÐ,33,-0.693811845,-0.911894454,-0.139707486,-0.110707493,-0.808085661,B
28616,4,ÄÐ,32,-0.702068492,-0.87333252,0.710715902,0.259173311,-0.391583699,B
28628,4,ÄÐ,49,-0.74335173,0.360649373,-0.494050564,-0.614585183,1.197673756,B
28632,4,ÄÐ,30,-0.739813167,-0.024969968,-0.352313333,-0.518018125,-0.084120548,B
28643,4,ÄÐ,34,-0.769301193,0.189875093,-0.139707486,-0.022642897,0.083209989,B
28645,4,Å®,42,-0.76576263,-0.245323878,-0.210576101,-0.089047592,-1.821835028,B
28662,4,ÄÐ,57,-0.832995331,0.013591966,-0.494050564,-0.33808895,2.018804876,B
28670,4,ÄÐ,32,-0.828277247,0.250472418,-0.494050564,-0.680704879,0.997979396,B
28671,4,Å®,30,-0.820020599,0.388193612,0.285504208,0.680781378,-0.227363765,B
28679,4,ÄÐ,31,-0.836533894,0.2945432,-0.281444717,-0.33376647,0.853434762,B
28698,5,ÄÐ,56,-0.889612343,-0.944947541,0.143766977,0.047039284,1.684714607,B
28710,4,ÄÐ,43,-0.900228032,0.476335176,-0.210576101,-0.396608682,0.489500141,B
28746,4,ÄÐ,33,-0.956845044,-0.33897429,-0.06883887,-0.078930139,0.185676687,B
28753,4,ÄÐ,31,-0.97453786,-0.16820001,0.143766977,-0.120254949,-1.07865951,B
28763,4,ÄÐ,52,-0.910843722,-0.394062767,-0.139707486,-0.175829694,-0.115055246,B
28765,4,Å®,41,-0.998128281,0.944587234,-0.494050564,-0.474888323,0.05876605,B
28770,4,ÄÐ,31,-1.002846365,-0.553819351,0.852453133,1.025202299,0.15725374,B
28777,4,ÄÐ,34,-0.975717381,-0.757646718,0.285504208,0.190061128,-0.737931913,B
28778,4,Å®,30,-1.017000618,-0.526275113,-0.210576101,-0.243516884,0.048319105,B
28794,4,ÄÐ,30,-1.046488645,-0.719084784,-0.352313333,-0.105482517,-0.68572111,B
28798,4,ÄÐ,58,-1.050027208,0.239454723,-0.494050564,-0.520298115,-0.941797742,B
28800,4,ÄÐ,43,-1.050027208,-0.840279434,-0.281444717,-0.3709113,-0.125978069,B
28807,4,ÄÐ,34,-1.055924813,-0.669505154,-0.06883887,0.780958419,-0.143340149,B
28809,4,ÄÐ,39,-1.055924813,-0.250832726,-0.06883887,0.011889445,-1.783108162,B
28814,4,Å®,54,-1.066540503,-0.840279434,-0.281444717,0.84612812,-0.43936214,B
