MEMBER_NO,FLIGHT_COUNT,BASE_POINTS_SUM,SEG_KM_SUM,AVG_FLIGHT_INTERVAL,FFP_days,EXPENSE_SUM_YR_1,EXPENSE_SUM_YR_2,EXPENSE_SUM,runoff_flag,K
31592,46,28859,56522,15.66666667,1382,14537,15395,29932,0,1
31593,8,5795,11540,72.42857143,1385,1617,4221,5838,1,1
31594,6,4570,6339,77.6,1407,3753,931,4684,1,0
31595,38,17821,47689,19.16216216,1357,13518,11152,24670,0,0
31596,16,8000,6608,33.73333333,1295,9750,5120,14870,0,0
31597,4,3371,4694,224.6666667,1453,990,2737,3727,0,1
31598,4,3192,8536,219,1211,1090,1150,2240,0,1
31599,9,4294,6853,58.5,1362,3048,773,3821,1,0
31600,15,8885,11708,48.14285714,1364,6744,2388,9132,0,0
31601,13,7600,13515,21.58333333,1360,0,7930,7930,0,1
31602,36,24722,39727,16.6,1350,19082,8921,28003,0,0
31603,10,6968,8360,81,1390,5635,2059,7694,0,0
31604,10,11150,13650,60.22222222,1164,9855,1151,11006,0,0
31605,20,21255,28616,31.89473684,1129,14276,7753,22029,0,1
31606,2,988,2780,12,1319,1495,0,1495,1,0
31607,5,9414,10399,28.5,1290,10360,0,10360,1,0
31608,2,9304,24464,11,1124,4950,0,4950,1,0
31609,7,16450,41184,106,1153,0,9158,9158,0,1
31610,5,2701,4727,15.75,1294,0,3078,3078,1,1
31611,9,2319,8362,80.375,1287,1125,2710,3835,0,1
31612,23,11315,22528,28.31818182,861,7443,6577,14020,0,0
31613,2,2174,2253,2,1424,0,1934,1934,1,1
31614,10,5293,8399,45.11111111,1363,2425,7009,9434,1,1
31615,4,2724,4259,30.33333333,1355,2691,0,2691,1,0
31616,22,19437,40620,34,1354,12301,7186,19487,0,0
31617,9,5178,7958,58.25,1362,1557,5109,6666,0,1
31618,16,9417,17691,43.93333333,1305,4930,3237,8167,0,0
31619,17,12939,21721,37.4375,1322,5874,8503,14377,0,1
31620,10,6290,10054,64.33333333,1305,2790,4454,7244,0,1
31621,8,6812,12314,39.42857143,1347,7525,0,7525,1,0
31622,4,9632,10228,121.3333333,1018,4250,4135,8385,0,1
31623,2,1677,2616,92,943,0,2010,2010,1,1
31624,3,1697,4256,275,881,1298,1300,2598,0,0
31625,7,3171,6210,75,1254,4058,539,4597,0,0
31626,30,12959,23039,24.75862069,1261,7651,9728,17379,0,1
31627,8,6595,8829,98.85714286,1323,4711,2397,7108,0,0
31628,2,1272,3734,6,1377,1424,0,1424,1,0
31629,16,27633,20636,30.53333333,1378,23660,3122,26782,1,0
31630,5,5736,8334,143.75,1385,690,3994,4684,0,1
31631,42,40475,63749,12.04878049,1378,39230,3536,42766,1,0
31632,5,2358,5862,50.75,1329,3261,0,3261,1,0
31633,7,3213,10478,103,735,2688,3212,5900,0,1
31634,12,7656,14424,60.18181818,1175,6742,5400,12142,0,1
31635,11,14193,29135,32.7,1084,12505,1810,14315,1,0
31636,28,16855,31359,24.14814815,1083,12729,7155,19884,0,0
31637,72,42831,73121,10.02816901,1083,18475,30443,48918,0,1
31638,79,46636,90194,9.051282051,1310,28717,32204,60921,0,1
31639,8,4660,11852,43,1289,2380,4539,6919,1,1
31640,2,1617,5061,15,540,2460,0,2460,1,0
31641,5,3934,10979,109.5,1418,2188,2809,4997,0,1
31642,10,6653,6900,68,1411,5037,2022,7059,0,0
31643,6,5360,8231,98.8,1349,4163,1620,5783,0,0
31644,8,5648,12937,42.28571429,1085,0,7719,7719,0,1
31645,64,204855,375074,11.33333333,1366,85258,60267,145525,0,0
31646,2,5998,15168,140,1278,0,5150,5150,1,1
31647,2,12843,13606,3,1255,3520,0,3520,1,0
31648,7,39544,85624,56.33333333,1173,13850,7250,21100,1,0
31649,4,3454,9666,180.6666667,1185,3966,647,4613,0,0
31650,6,6189,12538,105.6,1291,3134,2502,5636,0,0
31651,2,1724,2384,520,1313,1200,602,1802,0,1
31652,19,18860,24115,39.72222222,1296,18312,6151,24463,0,0
31653,11,11334,13434,65.1,1308,1876,8947,10823,0,1
31654,26,10390,37900,23.28,1241,6729,9999,16728,1,1
31655,6,4731,7346,106,1106,1664,1524,3188,0,0
31656,13,18534,23349,39.08333333,1109,4616,3561,8177,0,0
31657,2,3347,3878,185,1101,0,2808,2808,0,1
31658,2,1691,2375,63,1174,1651,0,1651,1,0
31659,2,0,4654,12,1281,0,1108,1108,1,1
31660,6,3664,5652,71.8,1206,1898,2136,4034,0,1
31661,2,1526,3934,3,1163,1360,0,1360,1,0
31662,4,3343,6106,46.66666667,1085,4348,0,4348,1,0
31663,7,10167,14429,51.66666667,1093,3975,5758,9733,1,1
31664,4,3738,6318,66,1248,3003,1164,4167,1,0
31665,14,9940,13336,49.69230769,1285,8171,2805,10976,0,0
31666,3,5586,4368,21.5,1307,2100,0,2100,1,0
31667,7,5543,11799,79.83333333,1421,5400,1580,6980,1,0
31668,3,2235,3667,161.5,1388,1280,1741,3021,0,1
31669,5,3040,8512,91.75,1388,1275,2988,4263,0,1
31670,8,10768,25571,27.14285714,1397,0,11791,11791,1,1
31671,4,918,5065,159.6666667,1298,173,1404,1577,0,1
31672,6,3205,8550,56.2,1296,0,4005,4005,0,1
31673,8,3237,5773,75.28571429,1085,3987,400,4387,0,0
31674,7,7014,11855,39.5,1409,0,6251,6251,0,1
31675,30,13002,17268,19.65517241,1404,6206,10087,16293,0,1
31676,2,823,2061,12,1403,0,1046,1046,1,1
31677,2,2296,3155,399,1404,531,1564,2095,0,1
31678,4,3191,4271,228.3333333,1301,1440,586,2026,0,0
31679,3,1675,4538,142.5,1261,980,1455,2435,0,1
31680,17,21238,25501,38.4375,1297,12432,7309,19741,0,0
31681,11,6160,10010,57.4,1326,3149,4813,7962,0,1
31682,4,1912,7452,136.6666667,1333,2304,638,2942,0,0
31683,2,2671,3934,245,1238,0,2720,2720,0,1
31684,3,0,4962,12,1236,0,1622,1622,1,1
31685,5,2320,4471,29.5,937,0,2795,2795,1,1
31686,4,2140,5496,32.33333333,926,1530,600,2130,1,1
31687,8,3082,8342,92,1405,2716,2083,4799,0,1
31688,24,16088,36748,29.17391304,1010,8488,6929,15417,0,1
31689,6,9801,26734,114,1251,693,6700,7393,0,1
31690,4,2087,3282,164.6666667,535,1254,1562,2816,0,1
31691,4,1467,5025,175.3333333,1230,1368,1370,2738,0,1
31692,4,1840,5600,119.3333333,902,900,1750,2650,0,1
31693,12,32541,84678,38.90909091,1263,14495,9047,23542,0,1
31694,2,856,2441,1,1359,1512,0,1512,1,0
31695,24,25016,42339,27.73913043,1355,10471,13578,24049,0,1
31696,26,30378,54992,28.16,1386,23984,8268,32252,0,0
31697,27,22954,43774,27.46153846,1496,9519,16923,26442,0,1
31698,26,10679,22603,24.52,1207,6120,9147,15267,0,1
31699,2,511,2337,6,1201,0,939,939,1,1
31700,10,5466,10588,47.77777778,1102,4111,1617,5728,1,0
31701,31,26273,34760,23.1,1268,11735,10173,21908,0,1
31702,11,3974,7461,68.8,1439,1485,3833,5318,0,1
31703,36,28792,54140,20.34285714,1308,12643,15044,27687,0,0
31704,48,34435,52980,13.68085106,1355,9556,25313,34869,0,1
31705,3,3554,3825,177,1361,2420,768,3188,1,0
31706,4,20879,40544,187.6666667,1335,6650,4400,11050,0,1
31707,4,7514,8206,42,1326,6475,0,6475,1,0
31708,14,16518,20160,42.23076923,1083,2921,12765,15686,0,1
31709,3,1220,3851,27.5,1194,0,2284,2284,0,1
31710,15,7867,19152,46.57142857,1194,3712,4394,8106,0,0
31711,2,1908,3934,10,680,1785,0,1785,1,0
31712,18,10106,18323,18.35294118,1350,13337,0,13337,1,0
31713,6,8991,16701,19.2,1373,8856,0,8856,1,0
31714,3,5206,4811,59.5,1168,0,4804,4804,0,1
31715,4,1144,3288,175,1183,1295,274,1569,0,1
31716,4,2195,5995,173.3333333,1278,0,1476,1476,0,1
31717,12,13313,16399,39.54545455,1400,4450,7359,11809,0,1
31718,34,28688,45530,14.18181818,1405,25587,4944,30531,1,0
31719,28,19455,30345,25.40740741,1397,14398,8150,22548,0,0
31720,4,2521,3057,109,1361,3028,0,3028,1,0
31721,5,2753,9521,44.75,1400,4288,0,4288,1,0
31722,4,3377,5430,80,1268,1088,0,1088,1,1
31723,14,7928,14047,39.61538462,1325,3165,4994,8159,0,1
31724,3,1935,4210,269,1209,2138,621,2759,0,0
31725,2,897,2311,189,1206,395,992,1387,1,1
31726,7,7883,10925,69.66666667,1208,3300,4578,7878,0,1
31727,4,1802,5098,154,1375,0,686,686,0,0
31728,15,13980,18982,41.28571429,1360,7987,6025,14012,0,0
31729,6,9440,12462,65.8,1361,7088,1348,8436,1,0
31730,2,0,2386,353,1383,260,384,644,0,1
31731,2,1298,3444,8,1327,0,1530,1530,1,1
31732,2,1393,2611,196,1327,876,778,1654,1,1
31733,19,50224,49490,36.44444444,1350,8190,44482,52672,0,1
31734,5,2138,6307,159.5,1362,3490,305,3795,0,0
31735,11,8365,12077,49.5,1347,432,7266,7698,0,1
31736,8,5459,9791,69.14285714,1382,1131,4398,5529,0,1
31737,9,5142,8054,77.125,1357,3446,3038,6484,0,1
31738,20,12675,18875,35.42105263,1461,6198,7934,14132,0,1
31739,20,7560,25602,33.42105263,1324,8968,2696,11664,0,0
31740,15,15141,27656,43.28571429,1269,11500,6549,18049,0,0
31741,27,14220,28415,21.92307692,1224,13985,3429,17414,1,0
31742,3,2596,3068,47,1436,2766,0,2766,1,0
31743,2,958,2627,10,1425,512,0,512,1,0
31744,18,24508,30751,42.82352941,1429,11146,10837,21983,0,1
31745,6,6428,13071,131.8,1431,660,4377,5037,0,1
31746,6,4664,5217,1.4,578,2410,0,2410,1,0
31747,4,3495,5799,19,826,1912,0,1912,1,0
31748,2,1030,1134,3,1348,0,1115,1115,1,1
31749,3,5258,7441,8.5,1314,4680,0,4680,1,0
31750,3,1500,1785,129.5,1311,1890,0,1890,1,0
31751,13,12570,13826,49.33333333,1316,3728,6410,10138,0,1
31752,3,2178,5214,37.5,1226,0,3129,3129,1,1
31753,4,5066,6653,181.6666667,1288,1373,970,2343,0,0
31754,8,3405,10551,68.57142857,1269,0,1377,1377,0,1
31755,45,35789,45615,16.22727273,1006,19704,14207,33911,0,0
31756,21,10337,18197,34.95,1075,7426,3536,10962,0,1
31757,32,21898,37106,21.16129032,1129,11230,13427,24657,0,1
31758,24,15378,23157,30.04347826,1143,7693,8265,15958,0,1
31759,2,244,3359,131,1267,998,0,998,1,0
31760,35,19236,28066,20.20588235,1255,9468,12342,21810,0,1
31761,13,8523,14750,54.41666667,972,3845,5451,9296,0,0
31762,2,5086,5420,2,983,4620,0,4620,1,0
31763,27,29128,35784,27.92307692,984,13545,12334,25879,0,1
31764,5,5872,7326,48.75,1188,6094,0,6094,1,0
31765,13,6156,9711,57.5,1165,5949,1538,7487,0,0
31766,3,1573,2114,283.5,1206,1290,648,1938,0,0
31767,3,3187,8550,11.5,1212,3224,0,3224,1,0
31768,4,25494,30398,130,1248,18000,5650,23650,0,1
31769,2,420,2622,29,1253,862,0,862,1,0
31770,4,3052,7868,154.3333333,1275,1530,2329,3859,0,1
31771,2,930,2692,2,1050,756,0,756,1,0
31772,16,12133,20324,35.33333333,1284,10069,3600,13669,0,0
31773,7,7053,8931,78.5,993,0,2401,2401,0,0
31774,21,16490,23784,32.7,962,9861,6333,16194,0,0
31775,5,12176,18639,87.75,988,8450,690,9140,1,0
31776,32,20335,47190,23.16129032,1000,12568,13035,25603,0,1
31777,3,2668,2768,51,970,2452,0,2452,1,0
31778,7,3670,5393,71.66666667,1211,3945,547,4492,1,0
31779,4,6220,8430,178.6666667,1132,0,3624,3624,0,1
31780,13,12101,14480,49.83333333,1250,10473,2294,12767,0,0
31781,3,1877,3164,14.5,1016,2235,0,2235,1,0
31782,12,6720,13568,39.09090909,1267,3255,3015,6270,1,1
31783,8,8350,20945,58,1192,3828,6950,10778,0,1
31784,3,3020,6995,2,1249,4484,0,4484,1,0
31785,14,17404,22759,26.15384615,1252,10773,5809,16582,1,0
31786,6,8029,6414,23,1125,7852,0,7852,1,0
31787,5,1546,3949,118,1264,1348,653,2001,0,0
31788,2,3594,2616,39,1256,3840,0,3840,1,0
31789,2,1641,2497,162,1234,1619,0,1619,1,0
31790,19,9071,21974,26.33333333,1252,8763,5535,14298,1,0
31791,4,3478,5058,123,1247,480,3217,3697,0,1
31792,7,7125,13015,51.66666667,1245,2777,5279,8056,0,1
31793,25,16660,25723,18.66666667,1253,2493,16099,18592,0,1
31794,2,2480,2634,44,1209,2140,0,2140,1,0
31795,6,7046,11102,47.6,483,3335,3633,6968,1,1
31796,3,3967,6009,180,456,0,1592,1592,0,1
31797,4,435,6744,156.6666667,1134,0,655,655,0,1
31798,2,1698,1688,197,1077,1024,508,1532,1,1
31799,9,89213,91224,66.125,1273,18400,30150,48550,0,1
31800,14,12608,16304,53.38461538,1263,7187,4440,11627,0,0
31801,19,12817,20792,37.33333333,1264,4832,7574,12406,0,1
31802,42,24190,42834,17.48780488,1272,14308,14793,29101,0,1
31803,4,4973,5740,63,1273,0,4544,4544,1,1
31804,2,0,3635,43,1256,848,0,848,1,0
31805,9,7629,10413,71,1267,1460,5444,6904,0,1
31806,23,23505,59036,17.59090909,1277,25112,5005,30117,1,0
31807,3,1494,2437,78,1274,0,1842,1842,0,1
31808,5,3991,8563,164.25,1283,3539,854,4393,0,0
31809,8,3686,9372,94.14285714,960,3484,2457,5941,0,0
31810,10,10555,13157,38.77777778,628,6848,2074,8922,1,0
31811,33,34152,48764,19.6875,1254,17286,16462,33748,0,1
31812,5,4423,6946,109.25,1280,500,3735,4235,0,1
31813,6,5958,11772,91,924,1930,4786,6716,0,1
31814,2,1711,1954,2,1190,2220,0,2220,1,0
31815,2,863,2382,1,878,1565,0,1565,1,0
31816,2,7592,20272,24,650,5500,0,5500,1,0
31817,7,5754,12451,74.5,1265,2720,3732,6452,0,1
31818,11,13635,18023,46.7,1259,9900,3764,13664,1,0
31819,3,1442,5794,54.5,1268,0,2708,2708,1,1
31820,8,10880,14422,38.85714286,1261,0,10113,10113,0,1
31821,15,13971,21164,37.5,1209,8028,4583,12611,0,0
31822,3,1838,2626,216,1218,1466,485,1951,0,0
31823,2,726,2101,0,1045,0,876,876,1,1
31824,4,3119,3761,181.6666667,1098,1896,1427,3323,0,1
31825,27,29256,44360,26.76923077,1228,21611,7035,28646,0,0
31826,13,16291,26013,26,1211,9280,7650,16930,1,0
31827,27,29548,47127,26.38461538,2664,11807,16422,28229,0,1
31828,2,1784,2907,104,929,2106,0,2106,1,0
31829,46,32081,47214,15.17777778,1294,1420,5879,7299,0,0
31830,30,38548,51712,22.55172414,1242,23417,10340,33757,0,0
31831,2,500,1732,211,1229,947,0,947,1,0
31832,10,6276,10988,42.11111111,1037,4064,0,4064,1,0
31833,34,14824,29625,21.66666667,1011,10087,8370,18457,0,0
31834,2,5086,13518,0,1021,3578,0,3578,1,0
31835,5,3305,7706,145.5,1253,3527,672,4199,0,0
31836,3,308,2616,37.5,1192,1032,0,1032,1,0
31837,25,18288,40129,29.41666667,1990,13589,7040,20629,0,0
31838,2,941,1508,4,1267,1033,0,1033,1,0
31839,2,1120,3390,68,1150,1957,0,1957,1,0
31840,4,2588,5134,48.66666667,1144,3247,0,3247,1,0
31841,20,16235,27775,27,1086,13880,4193,18073,1,0
31842,8,932,12055,79.71428571,1295,531,2882,3413,0,1
31843,6,4858,8544,113,1083,1890,3935,5825,0,1
31844,9,5160,7219,73,1189,2428,2323,4751,0,1
31845,4,2826,10039,92.33333333,887,0,4471,4471,0,1
31846,8,5677,11088,85.42857143,1293,2854,3587,6441,0,1
31847,34,28414,40853,20.6969697,1296,16782,14388,31170,0,0
31848,5,2596,6584,63.25,1205,2866,0,2866,1,0
31849,9,11027,14268,81.5,1158,3058,6831,9889,0,1
31850,2,4951,5311,227,1160,0,2530,2530,0,1
31851,5,2454,3244,53.75,1092,3292,0,3292,1,0
31852,3,4722,7301,333.5,1153,1524,3306,4830,0,1
31853,2,2142,2390,163,1172,2520,0,2520,1,0
31855,4,3414,5882,182.6666667,1160,1521,2447,3968,0,1
31856,2,958,2627,55,1189,0,627,627,1,1
31857,10,5319,6719,38,1162,6921,0,6921,1,0
31858,4,1991,3760,48,1192,0,2157,2157,0,1
31859,5,5115,6257,17,1259,0,5483,5483,1,1
31860,17,12817,17899,41.625,1175,9496,5664,15160,0,0
31861,9,3985,16567,49.375,1031,2760,2270,5030,0,1
31862,16,12955,20009,39.4,1220,4876,5295,10171,0,0
31863,7,9444,13225,63.83333333,1186,2040,5782,7822,0,1
31864,11,8137,10832,55.9,1191,5970,2634,8604,0,0
31865,2,1100,1890,306,1161,690,771,1461,0,1
31866,21,62436,58554,21.2,1231,5465,52360,57825,0,1
31867,18,21798,31565,38.94117647,1206,15750,5100,20850,0,0
31868,5,2632,5250,120.75,1139,786,2662,3448,0,1
31869,14,15644,27538,50.92307692,1266,6970,8024,14994,0,1
31870,24,13764,24266,30.56521739,1247,9574,7269,16843,0,0
31871,5,6322,7710,26,903,5610,1155,6765,1,0
31872,2,1865,2442,685,1134,0,404,404,0,1
31873,13,8796,15157,56.83333333,1211,1710,2308,4018,0,0
31874,3,1570,2030,81.5,1208,1820,0,1820,1,0
31875,21,15312,25209,24.55,1213,5392,9071,14463,0,1
31876,26,15275,24538,26.68,1188,6804,10275,17079,0,1
31877,6,3114,8651,107.8,1246,1856,1626,3482,0,0
31878,2,479,2627,20,1120,0,512,512,1,1
31879,5,3354,6622,75.5,1222,2501,1318,3819,1,0
31880,3,1500,1737,32.5,1221,1988,0,1988,1,0
31881,11,16618,13334,61.2,1163,11215,4266,15481,0,0
31882,12,10358,11146,49.72727273,1219,3306,5666,8972,0,1
31883,5,7593,10519,92.75,1189,1909,5054,6963,0,1
31884,4,5253,6409,124,496,4560,854,5414,0,1
31885,11,14183,21187,49.2,507,1795,8335,10130,0,1
31886,3,4154,4544,252.5,523,2652,1032,3684,0,0
31887,19,18549,24049,31.94444444,1157,9887,8662,18549,0,0
31888,20,26333,33685,34.05263158,914,8959,18243,27202,0,1
31889,4,6811,7021,120.3333333,1169,3400,2644,6044,0,1
31890,3,1371,3072,8,1169,1955,0,1955,1,0
31891,8,24749,41198,87.14285714,1209,14950,1420,16370,0,0
31892,3,3841,4400,152.5,1239,3028,1777,4805,1,0
31893,17,10715,27815,42.5,1224,6922,6575,13497,0,0
31894,26,17169,38412,24.28,1229,7904,11750,19654,0,1
31895,4,40928,32508,101,565,23700,26850,50550,0,1
31896,45,20546,64288,14.90909091,1223,12252,19274,31526,0,1
31897,9,4043,13621,35.25,1212,0,6436,6436,0,1
31898,4,5025,8297,145.6666667,1199,4340,650,4990,0,0
31899,12,9556,16071,54.45454545,1174,5711,5880,11591,0,1
31900,2,448,1426,586,1170,0,684,684,0,1
31901,9,7798,22855,83.25,1165,5289,3394,8683,0,0
31902,3,1019,4197,134,1161,0,1850,1850,0,1
31903,6,7113,10243,140,1149,0,3542,3542,0,1
31904,2,522,3014,2,1242,0,1166,1166,1,1
31905,7,5898,9361,81.16666667,1237,6331,0,6331,0,0
31906,2,700,368,5,1119,0,1260,1260,1,1
31907,2,962,2950,4,1218,1545,0,1545,1,0
31908,9,13280,26367,44.875,1129,6172,4646,10818,0,1
31909,22,16654,26775,27.9047619,886,3029,14890,17919,0,1
31910,12,23842,21494,39.27272727,768,13107,7317,20424,0,0
31911,9,11679,18846,84.375,1178,6104,5580,11684,0,0
31912,18,10629,20612,31.88235294,1183,6163,6589,12752,0,1
31913,20,18274,26616,38.10526316,1182,2412,16307,18719,0,1
31914,2,2658,7672,8,1187,2272,0,2272,1,0
31915,2,5425,5873,6,1136,4869,0,4869,1,0
31916,5,7008,9063,24,658,7577,0,7577,1,0
31917,17,30387,44931,31.5,558,9939,29955,39894,0,1
31918,11,24447,29499,68.2,953,23218,3422,26640,0,0
31919,28,17102,35066,22.37037037,691,7032,14967,21999,0,1
31920,4,4122,5872,148.3333333,1128,800,3188,3988,0,1
31921,25,15762,16361,25.83333333,1128,15158,4919,20077,0,0
31922,7,6482,8721,75.66666667,676,4938,1821,6759,1,0
31923,35,24470,32486,19.52941176,1089,11437,14314,25751,0,0
31924,7,7238,12001,48.83333333,1114,8117,0,8117,1,0
31925,6,3370,10859,94.8,1112,1063,2400,3463,0,1
31926,2,2360,3904,4,1159,2030,0,2030,1,0
31927,6,4085,8589,115.2,912,3124,2112,5236,0,1
31928,28,20497,42953,23.88888889,1061,15920,9042,24962,0,0
31929,3,4646,3871,192.5,1172,1065,3398,4463,0,1
31930,6,1657,6692,29.4,1221,0,2655,2655,1,1
31931,5,4490,7014,116.5,1003,0,3150,3150,0,1
31932,4,4844,5500,238,1006,0,2338,2338,0,1
31933,4,3387,5447,143.6666667,1035,1813,2006,3819,0,1
31934,51,33424,45050,14.56,1118,17116,13926,31042,0,1
31935,24,12424,27805,28.60869565,1100,4556,12406,16962,0,1
31936,21,17876,45479,34.1,928,7547,9540,17087,0,0
31937,5,6475,13215,14.25,842,10601,0,10601,1,0
31938,5,1689,4256,49.5,1062,0,2565,2565,0,1
31939,4,1964,5949,165.3333333,1003,1190,2158,3348,0,1
31940,3,9444,24381,204,955,4700,2350,7050,0,0
31941,6,5590,6669,127.6,725,2060,757,2817,0,1
31942,20,17907,20920,26.21052632,579,5445,10442,15887,0,1
31943,8,3436,6451,60.42857143,1182,3025,1906,4931,0,0
31944,2,5887,4828,242,828,6080,7520,13600,0,1
31945,31,27625,44030,22.7,1055,15247,13769,29016,0,1
31946,17,14199,20659,19.375,1088,0,13590,13590,0,1
31947,6,6259,4554,71.2,1046,2240,2600,4840,1,1
31948,46,36391,70245,15.97777778,1160,26665,17841,44506,0,0
31949,5,5250,14110,24.75,663,3733,0,3733,1,0
31950,9,6786,18406,38.5,859,4078,2760,6838,1,0
31951,2,2100,5644,3,904,1812,0,1812,1,0
31952,2,958,2616,9,1148,1024,0,1024,1,0
31953,6,4399,9566,84.8,1144,2408,3254,5662,0,1
31954,3,2594,7034,7.5,704,2771,0,2771,1,0
31955,3,3150,8466,211,623,678,1100,1778,0,1
31956,12,9887,18460,50.36363636,757,2890,8202,11092,0,1
31957,2,1521,2253,2,929,1728,0,1728,1,0
31958,39,27001,46140,17.10526316,921,12031,17489,29520,0,1
31959,27,26982,44309,21.53846154,848,19066,8871,27937,1,0
31960,12,4575,7228,59,933,2909,3586,6495,0,1
31961,5,4465,6667,115.75,937,714,4156,4870,0,1
31962,15,7687,12692,46.42857143,943,2603,6051,8654,0,1
31963,20,23212,29692,34.63157895,1089,12948,10532,23480,0,1
31964,13,59544,77042,60.41666667,1133,12948,29165,42113,0,1
31965,26,28262,57745,24.28,1177,5381,21789,27170,0,1
31966,9,4240,9481,67.5,1229,4182,336,4518,0,0
31967,103,56777,94561,7.078431373,1219,33627,35921,69548,0,1
31968,11,8379,13368,53.5,1219,7161,756,7917,0,0
31969,26,22359,25270,26.12,1213,11218,10352,21570,0,1
31970,13,12129,19023,43,1221,1857,12092,13949,0,1
31971,3,3226,3350,217,1204,0,2226,2226,0,1
31972,23,12498,27556,29.81818182,1199,14168,2012,16180,0,0
31974,13,14934,24912,57.66666667,1192,6120,8985,15105,0,1
31975,9,8024,10917,24.875,556,552,7278,7830,1,1
31976,9,3405,9348,86.625,1048,3740,1067,4807,0,0
31977,6,3193,7228,108.4,1079,1418,2744,4162,0,1
31978,6,3248,4906,106.6,1104,3091,938,4029,0,0
31979,4,2274,5229,176.3333333,1131,729,0,729,0,0
31980,2,1291,3833,3,1074,2335,0,2335,1,0
31981,18,10342,23993,29.52941176,922,2649,1750,4399,1,0
31982,2,1571,1732,88,1212,0,1799,1799,0,1
31983,4,4632,6516,156,941,3310,1960,5270,0,1
31984,5,2170,6430,60.25,924,2835,630,3465,1,0
31985,13,9531,16498,54.75,959,8505,2375,10880,0,0
31986,35,43359,63619,20.20588235,739,13438,26520,39958,0,1
31987,5,3769,7410,137,940,4175,747,4922,0,0
31988,8,8577,13478,75.57142857,1123,6840,4250,11090,0,0
31989,6,3788,8503,130.2,1100,2624,1508,4132,0,0
31990,5,5181,11090,141,1129,4800,3460,8260,0,0
31991,4,4260,6836,25.33333333,952,4768,0,4768,1,0
31992,11,8960,14232,57.9,1133,2010,6912,8922,0,1
31993,10,8120,9437,25.88888889,1087,7433,0,7433,1,0
31994,2,1219,1926,121,1102,800,570,1370,1,1
31995,5,5766,5007,24.25,1124,4200,0,4200,1,0
31996,12,11738,13960,50.63636364,1090,5948,3636,9584,0,0
31997,10,3952,13900,71.33333333,987,2600,4212,6812,0,1
31998,5,5625,12834,40.5,761,5965,0,5965,1,0
31999,3,5914,6353,285,1077,960,4135,5095,0,1
32000,32,25715,47640,21.70967742,1076,13405,14601,28006,0,1
32001,6,6212,10281,68.2,1079,4795,1190,5985,1,0
32002,19,19984,31698,39.55555556,1119,14738,11912,26650,0,1
32003,2,500,716,128,1159,0,642,642,0,1
32004,3,28473,30408,55.5,1126,3820,8350,12170,1,1
32005,4,5067,6550,34.33333333,1153,5024,0,5024,1,0
32006,4,5818,7023,74,932,5510,406,5916,1,0
32008,3,1284,3553,154.5,1059,0,2262,2262,0,1
32009,10,5988,8096,79.11111111,1063,4992,2049,7041,0,0
32010,43,26645,41316,16.80952381,1050,8354,20987,29341,0,1
32011,3,2944,5041,2,1066,0,3800,3800,1,1
32012,6,4245,9059,131.4,1057,1338,3458,4796,0,1
32013,9,8997,12730,52.125,931,7273,1368,8641,0,0
32014,13,13979,23155,48.16666667,757,9818,5685,15503,0,0
32015,2,653,1847,4,932,950,0,950,1,0
32016,13,11554,12283,48.75,1104,5464,3277,8741,0,0
32017,9,11853,14309,18.875,933,10931,0,10931,1,0
32018,4,3353,7642,3.333333333,942,3434,0,3434,1,0
32019,3,2418,5340,134.5,940,1160,1450,2610,1,1
32020,2,3639,3911,278,962,1650,1224,2874,0,1
32021,2,1526,3934,480,1174,1020,986,2006,0,1
32022,16,11136,22608,44.06666667,711,2660,11173,13833,0,1
32023,9,4700,8087,64,1101,4390,1734,6124,0,0
32024,6,3580,7684,113.4,1120,1931,1367,3298,0,0
32025,4,4674,4779,28,1115,2420,2243,4663,1,1
32026,36,28607,41582,20.42857143,1243,23712,21828,45540,0,0
32027,21,15067,23544,26.7,1083,9813,9379,19192,1,0
32028,14,8434,10422,29.38461538,1157,7081,2922,10003,0,0
32029,16,7738,13582,45.93333333,852,5427,4600,10027,0,1
32030,10,21160,23119,36.33333333,754,21218,994,22212,1,0
32031,4,7703,9463,2.666666667,703,8644,0,8644,1,0
32032,5,4828,4744,68.75,1159,1512,2486,3998,0,1
32033,37,21077,42351,19.63888889,1156,10445,14313,24758,0,1
32034,9,4235,6929,23.125,1155,0,5322,5322,1,1
32035,4,4892,5620,45.33333333,938,4508,0,4508,1,0
32036,4,1002,2933,180.6666667,1160,756,1267,2023,0,1
32037,11,8500,9701,71.7,1164,6660,1912,8572,0,0
32038,6,7725,12665,132.8,1079,1350,6780,8130,0,1
32039,14,6150,17375,43,582,3739,5047,8786,0,1
32040,7,11123,14322,38.5,731,22640,0,22640,1,0
32041,3,8997,22752,189.5,1121,5500,3100,8600,1,0
32042,4,1437,5090,40.66666667,1146,704,1031,1735,1,1
32043,2,1447,2020,5,917,1440,0,1440,1,0
32044,3,792,3497,80,603,1426,0,1426,1,0
32045,3,0,4124,16.5,1117,0,532,532,1,1
32046,2,1194,3228,72,1135,1397,0,1397,1,0
32047,4,3693,5251,138,1158,960,739,1699,0,0
32048,2,617,3308,4,1151,1114,0,1114,1,0
32049,3,3376,4554,116,1150,0,3214,3214,0,1
32050,27,36584,55743,26.46153846,1135,20543,24609,45152,0,1
32051,2,1908,3934,535,1137,1700,459,2159,0,1
